#Custom ID, type, EPIC ID, RA, Dec, target name
200252601,5,,,,TNO.134860
200252602,5,,,,TNO.134860
200252603,5,,,,TNO.134860
200252604,5,,,,TNO.134860
200252605,5,,,,TNO.134860
200252606,5,,,,TNO.134860
200252607,5,,,,TNO.134860
200252608,5,,,,TNO.134860
200252609,5,,,,TNO.134860
200252610,5,,,,TNO.134860
200252611,5,,,,TNO.134860
200252612,5,,,,TNO.134860
200252613,5,,,,TNO.134860
200252614,5,,,,TNO.134860
200252615,5,,,,TNO.134860
200252616,5,,,,TNO.134860
200252617,5,,,,TNO.134860
200252618,5,,,,TNO.134860
200252619,5,,,,TNO.134860
200252620,5,,,,TNO.134860
200252621,5,,,,TNO.134860
200252622,5,,,,TNO.134860
200252623,5,,,,TNO.134860
200252624,5,,,,TNO.134860
200252625,5,,,,TNO.134860
200252626,5,,,,TNO.134860
200252627,5,,,,TNO.134860
200252628,5,,,,TNO.134860
200252629,5,,,,TNO.134860
200252630,5,,,,TNO.134860
200252631,5,,,,TNO.134860
200252632,5,,,,TNO.134860
200252633,5,,,,TNO.134860
200252634,5,,,,TNO.134860
200252635,5,,,,TNO.134860
200252636,5,,,,TNO.134860
200252637,5,,,,TNO.134860
200252638,5,,,,TNO.134860
200252639,5,,,,TNO.134860
200252640,5,,,,TNO.134860
200252641,5,,,,TNO.134860
200252642,5,,,,TNO.134860
200252643,5,,,,TNO.134860
200252644,5,,,,TNO.134860
200252645,5,,,,TNO.134860
200252646,5,,,,TNO.134860
200252647,5,,,,TNO.134860
200252648,5,,,,TNO.134860
200252649,5,,,,TNO.134860
200252650,5,,,,TNO.134860
200252651,5,,,,TNO.134860
200252652,5,,,,TNO.134860
200252653,5,,,,TNO.134860
200252654,5,,,,TNO.134860
200252655,5,,,,TNO.134860
200252656,5,,,,TNO.134860
200252657,5,,,,TNO.134860
200252658,5,,,,TNO.134860
200252659,5,,,,TNO.134860
200252660,5,,,,TNO.134860
200252661,5,,,,TNO.134860
200252662,5,,,,TNO.134860
200252663,5,,,,TNO.134860
200252664,5,,,,TNO.134860
200252665,5,,,,TNO.134860
200252666,5,,,,TNO.134860
200252667,5,,,,TNO.134860
200252668,5,,,,TNO.134860
200252669,5,,,,TNO.134860
200252670,5,,,,TNO.134860
200252671,5,,,,TNO.134860
200252672,5,,,,TNO.134860
200252673,5,,,,TNO.134860
200252674,5,,,,TNO.134860
200252675,5,,,,TNO.134860
200252676,5,,,,TNO.134860
200252677,5,,,,TNO.134860
200252678,5,,,,TNO.134860
200252679,5,,,,TNO.134860
200252680,5,,,,TNO.134860
200252681,5,,,,TNO.134860
200252682,5,,,,TNO.134860
200252683,5,,,,TNO.134860
200252684,5,,,,TNO.134860
200252685,5,,,,TNO.134860
200252686,5,,,,TNO.134860
200252687,5,,,,TNO.134860
200252688,5,,,,TNO.134860
200252689,5,,,,TNO.134860
200252690,5,,,,TNO.134860
200252691,5,,,,TNO.134860
200252692,5,,,,TNO.134860
200252693,5,,,,TNO.134860
200252694,5,,,,TNO.134860
200252695,5,,,,TNO.134860
200252696,5,,,,TNO.134860
200252697,5,,,,TNO.134860
200252698,5,,,,TNO.134860
200252699,5,,,,TNO.134860
200252700,5,,,,TNO.134860
200252701,5,,,,TNO.134860
200252702,5,,,,TNO.134860
200252703,5,,,,TNO.134860
200252704,5,,,,TNO.134860
200252705,5,,,,TNO.134860
200252706,5,,,,TNO.134860
200252707,5,,,,TNO.134860
200252708,5,,,,TNO.134860
200252709,5,,,,TNO.134860
200252710,5,,,,TNO.134860
200252711,5,,,,TNO.134860
200252712,5,,,,TNO.134860
200252713,5,,,,TNO.134860
200252714,5,,,,TNO.134860
200252715,5,,,,TNO.134860
200252716,5,,,,TNO.134860
200252717,5,,,,TNO.134860
200252718,5,,,,TNO.134860
200252719,5,,,,TNO.134860
200252720,5,,,,TNO.134860
200252721,5,,,,TNO.134860
200252722,5,,,,TNO.134860
200252723,5,,,,TNO.134860
200252724,5,,,,TNO.134860
200252725,5,,,,TNO.134860
