# Summary of K2 Program GO17063

Title: The K2 M Dwarf Project

PI: Dressing, Courtney (University of California, Berkeley)
CoIs: Ian Crossfield (MIT), Joshua Schlieder (NASA Goddard), Kevin Hardegree-Ullman(University of Toledo), Jessie Christiansen (NExScI/IPAC), Erik Petigura (Caltech)



# Targets requested by this program that have been observed (3210)
EPIC ID, RA (J2000) [deg], Dec (J2000) [deg], magnitude, Investigation IDs
212741750, 201.766571, -7.203999, 15.604, GO17063_LC|GO17068_LC
212741863, 203.4978638, -7.2006869, 15.153, GO17063_LC|GO17068_LC
212741922, 206.1618195, -7.198843, 17.121, GO17063_LC
212741956, 205.0703125, -7.198163, 14.221, GO17063_LC|GO17068_LC
212742250, 201.7769318, -7.1908898, 16.043, GO17063_LC|GO17068_LC
212742447, 205.3159637, -7.1855879, 17.55, GO17063_LC
212742614, 206.2890015, -7.18081, 16.076, GO17063_LC|GO17068_LC
212742740, 204.3941803, -7.1773071, 16.641, GO17063_LC
212742983, 202.2857819, -7.1702371, 15.982, GO17063_LC|GO17068_LC
212743311, 200.2486725, -7.1615791, 15.13, GO17063_LC|GO17068_LC
212743378, 199.3996582, -7.159831, 17.142, GO17063_LC
212743467, 201.5727844, -7.157413, 17.289, GO17063_LC
212743630, 203.5844116, -7.1530609, 15.644, GO17063_LC|GO17068_LC
212743746, 202.5393982, -7.1497469, 13.418, GO17063_LC|GO17068_LC
212743805, 206.3551941, -7.1480069, 16.656, GO17063_LC
212744096, 206.2010803, -7.1403828, 15.145, GO17063_LC|GO17068_LC
212744106, 200.0235748, -7.1401281, 13.45, GO17063_LC|GO17068_LC
212744218, 199.5238647, -7.1372342, 17.496, GO17063_LC
212744220, 203.7302399, -7.137115, 14.635, GO17063_LC|GO17068_LC
212744230, 204.4181671, -7.1368232, 15.477, GO17063_LC|GO17068_LC
212744754, 200.7620544, -7.1224709, 17.421, GO17063_LC
212744828, 200.5723877, -7.1204758, 15.249, GO17063_LC|GO17068_LC
212744940, 202.8914795, -7.1168132, 15.771, GO17063_LC|GO17068_LC
212744952, 200.5657196, -7.1162729, 15.123, GO17054_LC|GO17063_LC|GO17068_LC
212745170, 202.8915558, -7.109715, 16.029, GO17063_LC|GO17068_LC
212745190, 199.1854858, -7.1092048, 16.061, GO17063_LC|GO17068_LC
212745280, 200.7591095, -7.1067061, 16.106, GO17063_LC|GO17068_LC
212745600, 201.5227203, -7.098412, 16.156, GO17063_LC|GO17068_LC
212745680, 202.2796173, -7.096508, 16.842, GO17063_LC
212745916, 206.5266724, -7.0899782, 14.261, GO17063_LC|GO17068_LC
212745942, 199.509079, -7.0893478, 17.19, GO17063_LC
212745988, 201.8102722, -7.0878811, 16.086, GO17063_LC|GO17068_LC
212746408, 206.0908203, -7.0766869, 14.781, GO17063_LC|GO17068_LC
212746627, 203.7250824, -7.0711541, 15.912, GO17063_LC|GO17068_LC
212747072, 205.3023529, -7.060256, 16.648, GO17063_LC
212747186, 202.9006348, -7.057343, 16.099, GO17063_LC|GO17068_LC
212747371, 199.4756927, -7.052269, 16.054, GO17063_LC|GO17068_LC
212747453, 201.7570801, -7.0502191, 12.805, GO17049_LC|GO17063_LC|GO17065_LC|GO17068_LC
212747480, 200.1363068, -7.049377, 15.669, GO17054_LC|GO17063_LC|GO17068_LC
212747507, 200.4940033, -7.0483861, 14.116, GO17011_LC|GO17063_LC|GO17068_LC
212747774, 201.7823639, -7.0413561, 13.382, GO17063_LC|GO17068_LC
212747855, 201.8116913, -7.039, 12.906, GO17049_LC|GO17063_LC|GO17065_LC|GO17068_LC
212747987, 201.5531769, -7.0350618, 15.906, GO17063_LC|GO17068_LC
212748155, 206.4403229, -7.031117, 16.566, GO17063_LC
212748168, 204.6724548, -7.030684, 16.054, GO17063_LC|GO17068_LC
212748183, 203.0160828, -7.030139, 14.687, GO17063_LC|GO17068_LC
212748291, 200.6801453, -7.0267568, 15.198, GO17063_LC|GO17068_LC
212748342, 202.6863708, -7.0253201, 15.641, GO17063_LC|GO17068_LC
212748586, 199.9554749, -7.0183392, 12.977, GO17063_LC|GO17065_LC|GO17068_LC
212748597, 202.7460175, -7.0181231, 16.438, GO17063_LC
212748681, 200.081665, -7.0154719, 14.836, GO17063_LC|GO17068_LC
212748885, 201.602478, -7.0095658, 17.465, GO17063_LC
212749100, 200.1795502, -7.0045838, 15.051, GO17063_LC|GO17068_LC
212749205, 200.7294312, -7.0018892, 14.073, GO17063_LC|GO17068_LC
212749368, 199.1992645, -6.997663, 16.551, GO17063_LC
212749419, 198.5658569, -6.996388, 14.773, GO17011_LC|GO17063_LC|GO17068_LC
212749431, 198.9451752, -6.9958558, 16.31, GO17063_LC
212749433, 203.8016815, -6.9958348, 16.192, GO17063_LC|GO17068_LC
212749485, 204.7668915, -6.9944272, 14.218, GO17063_LC|GO17068_LC
212749710, 198.7129669, -6.9875789, 13.834, GO17049_LC|GO17063_LC|GO17068_LC
212749729, 204.7937317, -6.9872122, 14.83, GO17063_LC|GO17068_LC
212749838, 202.9239655, -6.9842229, 16.009, GO17063_LC|GO17068_LC
212750153, 199.3137512, -6.9759579, 14.739, GO17063_LC|GO17068_LC
212750224, 200.885376, -6.9741578, 15.405, GO17063_LC
212750253, 203.1217651, -6.9735861, 16.002, GO17063_LC|GO17068_LC
212750338, 202.8262634, -6.9715419, 15.696, GO17063_LC|GO17068_LC
212750400, 200.7796173, -6.9702239, 14.807, GO17011_LC|GO17063_LC|GO17068_LC
212750519, 205.4985657, -6.966897, 16.972, GO17063_LC
212750611, 199.3309326, -6.964407, 14.114, GO17049_LC|GO17063_LC|GO17068_LC
212750803, 204.6963501, -6.9587169, 14.679, GO17063_LC|GO17068_LC
212750814, 204.6924896, -6.958436, 17.033, GO17063_LC
212750850, 199.0819702, -6.9576912, 16.818, GO17063_LC
212751061, 204.9033508, -6.9514122, 16.048, GO17063_LC|GO17068_LC
212751229, 200.5425568, -6.9468641, 16.092, GO17063_LC|GO17068_LC
212751302, 201.5484924, -6.9449301, 17.543, GO17063_LC
212751368, 199.0405273, -6.943038, 16.866, GO17063_LC
212751384, 201.9180145, -6.9427819, 16.973, GO17063_LC
212751695, 200.0831604, -6.9337888, 14.892, GO17063_LC|GO17068_LC
212751926, 205.7198334, -6.9270682, 16.176, GO17063_LC|GO17068_LC
212752162, 201.432663, -6.9206519, 17.281, GO17063_LC
212752347, 199.8713837, -6.9154258, 15.363, GO17063_LC|GO17068_LC
212752778, 198.9137573, -6.903585, 16.753, GO17063_LC
212752823, 198.6244354, -6.9023938, 14.063, GO17063_LC|GO17068_LC
212752911, 204.7812195, -6.9004769, 13.817, GO17063_LC|GO17068_LC
212753193, 199.1047058, -6.8925362, 15.231, GO17063_LC|GO17068_LC
212753228, 200.408844, -6.8915181, 14.931, GO17011_LC|GO17063_LC|GO17068_LC
212753262, 200.8790436, -6.8905439, 15.34, GO17063_LC|GO17068_LC
212753419, 201.9313354, -6.886651, 14.564, GO17011_LC|GO17063_LC
212753561, 199.9071045, -6.8826828, 16.709, GO17063_LC
212753686, 199.0515594, -6.8790088, 13.014, GO17049_LC|GO17063_LC|GO17068_LC
212754067, 199.6341095, -6.8669791, 15.949, GO17063_LC|GO17068_LC
212754225, 200.5816956, -6.8626852, 12.883, GO17063_LC|GO17065_LC|GO17068_LC
212754645, 203.3581543, -6.8503718, 16.779, GO17063_LC
212754879, 198.6220551, -6.8435369, 16.547, GO17063_LC
212754895, 204.7461395, -6.843164, 16.805, GO17063_LC
212754904, 209.3934631, -6.8428888, 16.311, GO17063_LC|GO17068_LC
212755079, 203.1594391, -6.8374, 17.34, GO17063_LC
212755184, 209.0241394, -6.8344779, 15.687, GO17063_LC|GO17068_LC
212755363, 198.8148499, -6.8302488, 15.153, GO17063_LC|GO17068_LC
212755388, 209.3135834, -6.8294892, 14.659, GO17063_LC|GO17068_LC
212755458, 200.666687, -6.827455, 15.24, GO17063_LC|GO17068_LC
212755755, 198.8248901, -6.8192992, 16.546, GO17063_LC
212755780, 201.8007202, -6.8187752, 14.688, GO17011_LC|GO17063_LC|GO17068_LC
212755795, 203.2799225, -6.8181558, 17.363, GO17063_LC
212755872, 201.5092468, -6.8159728, 16.519, GO17063_LC
212756211, 198.7450256, -6.8065782, 17.502, GO17063_LC
212756216, 204.663208, -6.8063178, 14.303, GO17049_LC|GO17063_LC|GO17068_LC
212756304, 203.7514191, -6.8038249, 16.014, GO17063_LC|GO17068_LC
212756370, 202.9594269, -6.802115, 13.934, GO17063_LC|GO17068_LC
212756961, 201.7753754, -6.786171, 14.443, GO17011_LC|GO17063_LC|GO17068_LC
212757447, 200.7627563, -6.7737169, 12.941, GO17049_LC|GO17063_LC|GO17065_LC|GO17068_LC
212757498, 202.2473145, -6.7721028, 14.283, GO17049_LC|GO17063_LC|GO17068_LC
212757576, 203.1736145, -6.770092, 16.833, GO17063_LC
212757974, 209.6170807, -6.7598348, 17.84, GO17063_LC
212758120, 208.0666809, -6.7560682, 16.294, GO17063_LC|GO17068_LC
212758318, 203.4637299, -6.7498932, 16.332, GO17063_LC
212758776, 203.1094208, -6.736506, 16.615, GO17063_LC
212758815, 209.1133423, -6.73522, 15.744, GO17063_LC|GO17068_LC
212758841, 208.2066803, -6.7346792, 17.451, GO17063_LC
212758878, 202.1672363, -6.7337441, 16.585, GO17063_LC
212759155, 199.0502777, -6.7245302, 16.183, GO17063_LC|GO17068_LC
212759180, 200.9379578, -6.723691, 13.977, GO17063_LC|GO17068_LC
212759325, 200.109314, -6.7197499, 14.786, GO17011_LC|GO17063_LC|GO17068_LC
212759735, 203.1611023, -6.7081981, 15.899, GO17063_LC|GO17068_LC
212759995, 200.1048584, -6.7007432, 15.793, GO17063_LC|GO17068_LC
212760095, 199.3770905, -6.6978021, 16.685, GO17063_LC
212760128, 199.5113983, -6.696424, 16.026, GO17063_LC|GO17068_LC
212760150, 199.5197906, -6.6958508, 14.878, GO17063_LC|GO17068_LC
212760250, 207.8028412, -6.6937861, 13.705, GO17063_LC|GO17068_LC
212760277, 199.631073, -6.692802, 17.323, GO17063_LC
212760749, 202.9980774, -6.6785011, 16.182, GO17063_LC
212761246, 201.599411, -6.6643348, 17.27, GO17063_LC
212761287, 199.4130554, -6.6633568, 16.668, GO17063_LC
212761365, 209.6130066, -6.6613369, 16.644, GO17063_LC|GO17068_LC
212761804, 199.3395844, -6.6494112, 14.546, GO17049_LC|GO17063_LC|GO17068_LC
212762192, 200.4994354, -6.6381321, 17.018, GO17063_LC
212762260, 199.2238007, -6.6361551, 16.053, GO17063_LC|GO17068_LC
212762463, 208.6449432, -6.6301422, 15.277, GO17063_LC|GO17068_LC
212762476, 200.6995087, -6.6298342, 15.173, GO17063_LC|GO17068_LC
212762505, 202.2345886, -6.6289282, 14.97, GO17063_LC|GO17068_LC
212762622, 200.017868, -6.6258669, 16.792, GO17063_LC
212762766, 209.5126343, -6.6216688, 16.016, GO17063_LC|GO17068_LC
212762945, 200.7292633, -6.6164298, 15.571, GO17063_LC|GO17068_LC
212763560, 202.456192, -6.5997462, 16.972, GO17063_LC
212763672, 200.7093811, -6.5964308, 16.462, GO17063_LC
212763697, 200.2409973, -6.5957661, 16.53, GO17063_LC
212764049, 201.8410797, -6.5852361, 14.675, GO17063_LC|GO17068_LC
212764121, 200.4740295, -6.5832748, 12.489, GO17049_LC|GO17063_LC|GO17065_LC|GO17068_LC
212764470, 199.1769562, -6.5733838, 16.907, GO17063_LC
212764533, 207.3782043, -6.5717149, 15.056, GO17063_LC|GO17068_LC
212764603, 200.7717133, -6.569869, 16.463, GO17063_LC
212764819, 201.8153534, -6.5636868, 17.454, GO17063_LC
212765040, 199.0502625, -6.5577168, 17.29, GO17063_LC
212765152, 200.7536011, -6.5544848, 14.645, GO17063_LC|GO17068_LC
212765299, 200.5985107, -6.5500088, 17.129, GO17063_LC
212765430, 198.6332855, -6.546658, 15.33, GO17063_LC|GO17068_LC
212766036, 199.7483978, -6.5285072, 16.427, GO17063_LC|GO17068_LC
212766093, 206.5236969, -6.5271568, 15.736, GO17063_LC|GO17068_LC
212766201, 199.9790497, -6.523921, 16.579, GO17063_LC
212766211, 200.1615601, -6.5236468, 15.834, GO17063_LC|GO17068_LC
212766284, 199.210083, -6.5219259, 16.284, GO17063_LC
212766470, 207.6126862, -6.5166092, 16.553, GO17063_LC|GO17068_LC
212766533, 199.4258881, -6.5145068, 16.474, GO17063_LC
212766663, 206.5078125, -6.5110612, 16.801, GO17063_LC
212766675, 198.7020264, -6.5106802, 15.426, GO17063_LC|GO17068_LC
212766775, 209.0305023, -6.5081968, 15.953, GO17063_LC|GO17068_LC
212767028, 207.9075165, -6.500504, 14.725, GO17063_LC|GO17068_LC
212767292, 198.9449005, -6.4934359, 14.579, GO17063_LC|GO17068_LC
212767430, 199.5961761, -6.489646, 16.03, GO17063_LC|GO17068_LC
212767539, 198.6343689, -6.4868169, 13.933, GO17049_LC|GO17063_LC|GO17068_LC
212767660, 200.9110718, -6.4840169, 16.645, GO17063_LC
212767838, 198.9832153, -6.4785032, 14.254, GO17063_LC|GO17068_LC
212767888, 199.2164459, -6.476923, 16.924, GO17063_LC
212767946, 200.3901215, -6.4753771, 15.297, GO17063_LC|GO17068_LC
212767981, 207.5023041, -6.4742808, 15.914, GO17063_LC|GO17068_LC
212768259, 209.1748352, -6.4670238, 16.745, GO17063_LC
212768411, 200.7620544, -6.4629021, 14.473, GO17063_LC|GO17068_LC
212768447, 209.3791962, -6.4617858, 16.273, GO17063_LC|GO17068_LC
212768661, 201.8023834, -6.4555769, 15.537, GO17063_LC|GO17068_LC
212768704, 200.8306274, -6.4543228, 17.201, GO17063_LC
212768719, 209.1481323, -6.4540238, 14.547, GO17063_LC|GO17068_LC
212768744, 207.3448639, -6.4531512, 15.716, GO17063_LC|GO17068_LC
212769058, 208.2927704, -6.4445052, 14.705, GO17063_LC|GO17068_LC
212769164, 209.3820801, -6.4412861, 17.594, GO17063_LC|GO17068_LC
212769171, 206.5393219, -6.4410729, 13.632, GO17063_LC|GO17068_LC
212769319, 208.3426208, -6.4371209, 13.35, GO17049_LC|GO17063_LC|GO17068_LC
212769344, 208.7328644, -6.4363852, 17.352, GO17063_LC
212769695, 199.2054749, -6.425488, 13.368, GO17049_LC|GO17063_LC|GO17068_LC
212769731, 206.1542511, -6.4244318, 17.141, GO17063_LC
212770111, 199.4669647, -6.4130421, 16.11, GO17063_LC|GO17068_LC
212770685, 209.3095703, -6.396637, 12.81, GO17063_LC|GO17068_LC
212771243, 208.1336823, -6.3809409, 15.475, GO17063_LC|GO17068_LC
212771915, 208.7852478, -6.3625689, 14.229, GO17063_LC|GO17068_LC
212772000, 208.9139252, -6.3602262, 18.07, GO17063_LC
212772023, 199.6000366, -6.3596201, 15.77, GO17063_LC|GO17068_LC
212772177, 209.4633942, -6.3548341, 17.013, GO17063_LC|GO17068_LC
212772522, 206.6112061, -6.3453088, 16.137, GO17063_LC|GO17068_LC
212772601, 206.493515, -6.3428788, 15.31, GO17063_LC|GO17068_LC
212772609, 198.7303925, -6.342752, 17.172, GO17063_LC
212773269, 207.7884979, -6.3242178, 16.52, GO17063_LC|GO17068_LC
212773272, 207.3820343, -6.3240991, 14.965, GO17011_LC|GO17063_LC|GO17068_LC
212773397, 206.2271118, -6.3202782, 14.668, GO17063_LC|GO17068_LC
212773500, 206.0995789, -6.3172698, 14.021, GO17049_LC|GO17063_LC|GO17068_LC
212773506, 209.5921021, -6.3171182, 13.092, GO17063_LC|GO17068_LC
212773960, 204.836319, -6.3035021, 15.379, GO17063_LC|GO17068_LC
212773973, 200.7436981, -6.3029919, 15.58, GO17063_LC|GO17068_LC
212774078, 198.8844757, -6.2996488, 15.56, GO17063_LC|GO17068_LC
212774365, 200.4757996, -6.2907562, 15.354, GO17063_LC|GO17068_LC
212774436, 199.4616394, -6.2882872, 15.911, GO17063_LC|GO17068_LC
212774489, 209.2921753, -6.2866111, 17.767, GO17063_LC
212774816, 208.4588013, -6.2769108, 15.816, GO17063_LC|GO17068_LC
212774918, 206.4450836, -6.2738352, 17.536, GO17063_LC
212775019, 204.4807434, -6.2707429, 16.507, GO17063_LC
212775034, 199.7175446, -6.2704501, 14.945, GO17063_LC|GO17068_LC
212775168, 206.0629883, -6.2668672, 13.407, GO17011_LC|GO17063_LC|GO17068_LC
212775602, 206.4240112, -6.2542739, 12.348, GO17063_LC|GO17065_LC|GO17068_LC
212775756, 205.4711151, -6.2498522, 14.231, GO17049_LC|GO17063_LC|GO17068_LC
212775936, 205.809082, -6.2436099, 16.441, GO17063_LC
212776010, 204.9744263, -6.2416911, 16.361, GO17063_LC
212776174, 204.7445526, -6.2368031, 10.03, GO17001_LC|GO17003_LC|GO17026_LC|GO17038_LC|GO17052_LC|GO17063_LC|GO17065_LC|GO17068_LC|GO17052_SC
212776220, 204.4410706, -6.2355628, 16.202, GO17063_LC
212776763, 208.8826752, -6.218802, 13.593, GO17049_LC|GO17063_LC|GO17068_LC
212776838, 207.8734131, -6.2164941, 13.763, GO17011_LC|GO17063_LC|GO17068_LC
212777450, 200.0418701, -6.1980538, 16.749, GO17063_LC
212777635, 209.4645538, -6.1926069, 16.468, GO17063_LC
212777757, 198.7997437, -6.1888161, 15.797, GO17063_LC|GO17068_LC
212778013, 206.6554871, -6.181603, 14.699, GO17011_LC|GO17063_LC|GO17068_LC
212778265, 199.6139221, -6.1736021, 17.466, GO17063_LC
212778577, 199.6183014, -6.164567, 15.504, GO17063_LC|GO17068_LC
212778602, 205.143158, -6.163867, 15.377, GO17063_LC|GO17068_LC
212778841, 204.8951874, -6.1571798, 14.973, GO17011_LC|GO17063_LC|GO17068_LC
212778857, 208.4944, -6.1567111, 16.876, GO17063_LC
212779094, 205.2079315, -6.1503201, 13.598, GO17063_LC|GO17068_LC
212779483, 204.5330048, -6.1394501, 16.504, GO17063_LC
212779492, 206.2458649, -6.1392412, 16.693, GO17063_LC
212779604, 199.2005005, -6.1359272, 16.346, GO17063_LC
212779658, 209.5403748, -6.1346011, 17.086, GO17063_LC
212779757, 205.7286377, -6.131907, 14.208, GO17063_LC|GO17068_LC
212780007, 206.4796295, -6.1249671, 15.842, GO17063_LC|GO17068_LC
212780061, 199.7414703, -6.1238132, 14.579, GO17063_LC|GO17068_LC
212780196, 199.5151062, -6.1191988, 16.273, GO17063_LC
212781561, 199.2830963, -6.0787482, 17.223, GO17063_LC
212781608, 199.4789276, -6.0773768, 15.739, GO17063_LC|GO17068_LC
212781663, 209.4022064, -6.0759468, 17.061, GO17063_LC
212781680, 199.0951843, -6.0753722, 13.043, GO17049_LC|GO17063_LC|GO17068_LC
212781701, 198.7425842, -6.0748782, 16.827, GO17063_LC
212782242, 209.4322968, -6.0593629, 18.252, GO17063_LC
212782301, 198.8444214, -6.0578189, 14.406, GO17063_LC|GO17068_LC
212782420, 209.7109222, -6.0544291, 15.347, GO17063_LC|GO17068_LC
212782690, 207.4674377, -6.0458159, 16.349, GO17063_LC|GO17068_LC
212782692, 206.3648071, -6.045752, 15.787, GO17063_LC|GO17068_LC
212782814, 208.9381561, -6.0424781, 14.893, GO17063_LC|GO17068_LC
212782895, 208.2268524, -6.0396538, 14.592, GO17063_LC|GO17068_LC
212783268, 206.5943909, -6.0280442, 17.132, GO17063_LC
212783381, 206.4964447, -6.0239468, 15.325, GO17063_LC|GO17068_LC
212783398, 209.5461731, -6.0234308, 14.892, GO17063_LC|GO17068_LC
212783405, 205.2497406, -6.0231671, 16.957, GO17063_LC
212783531, 207.4349365, -6.0191712, 17.117, GO17063_LC
212783716, 203.2582855, -6.014575, 17.028, GO17063_LC
212783982, 207.4111023, -6.0073619, 16.525, GO17063_LC|GO17068_LC
212784817, 209.0431519, -5.9848118, 15.0, GO17011_LC|GO17063_LC|GO17068_LC
212785276, 209.0635529, -5.9720759, 15.84, GO17063_LC|GO17068_LC
212785486, 203.4496765, -5.966959, 16.699, GO17063_LC
212785627, 205.7346497, -5.9628229, 16.347, GO17063_LC
212785707, 203.5328064, -5.960516, 16.265, GO17063_LC
212785740, 205.1891785, -5.959435, 15.41, GO17063_LC|GO17068_LC
212785824, 206.7712555, -5.956811, 15.979, GO17063_LC|GO17068_LC
212785842, 208.5075073, -5.9564819, 14.618, GO17063_LC|GO17068_LC
212785890, 206.5560303, -5.9548721, 14.579, GO17011_LC|GO17063_LC|GO17068_LC
212785995, 208.3351746, -5.9523091, 14.948, GO17063_LC|GO17068_LC
212786139, 205.8587036, -5.9485211, 11.133, GO17026_LC|GO17038_LC|GO17049_LC|GO17063_LC|GO17068_LC
212786234, 202.2519379, -5.94558, 15.454, GO17063_LC|GO17068_LC
212786651, 205.3470764, -5.9342332, 16.714, GO17063_LC
212786652, 206.1474915, -5.9342098, 15.482, GO17063_LC|GO17068_LC
212787351, 201.9781189, -5.9145188, 17.489, GO17063_LC
212787383, 202.3372345, -5.9136262, 14.755, GO17063_LC|GO17068_LC
212787485, 208.2080536, -5.910933, 15.73, GO17063_LC|GO17068_LC
212787969, 201.8127289, -5.8967438, 15.65, GO17063_LC|GO17068_LC
212788018, 201.9504395, -5.8952971, 17.173, GO17063_LC
212788113, 206.651886, -5.8926482, 15.858, GO17063_LC|GO17068_LC
212788409, 201.8813629, -5.8845472, 16.366, GO17063_LC
212788431, 202.416687, -5.884047, 14.662, GO17063_LC|GO17068_LC
212788469, 207.6722565, -5.8834348, 16.317, GO17063_LC|GO17068_LC
212789093, 205.850235, -5.8658881, 16.837, GO17063_LC
212789187, 207.7393646, -5.8631339, 17.945, GO17063_LC
212789427, 202.7578888, -5.8561082, 16.488, GO17063_LC
212789431, 201.6368408, -5.8560371, 17.007, GO17063_LC
212789454, 206.4584045, -5.855453, 15.032, GO17063_LC|GO17068_LC
212789481, 208.5014038, -5.8546429, 13.619, GO17063_LC|GO17068_LC
212789686, 202.0730438, -5.8491702, 14.673, GO17011_LC|GO17063_LC|GO17068_LC
212789993, 205.5596161, -5.8400149, 17.094, GO17063_LC
212790316, 205.066452, -5.8307562, 14.132, GO17011_LC|GO17063_LC|GO17068_LC
212790422, 206.4368439, -5.8275399, 16.226, GO17063_LC
212790560, 206.5165863, -5.8235722, 16.144, GO17063_LC|GO17068_LC
212790999, 206.6343842, -5.8119121, 16.388, GO17063_LC
212791091, 206.0309448, -5.809432, 13.968, GO17049_LC|GO17063_LC|GO17068_LC
212791189, 201.7312469, -5.8061872, 17.151, GO17063_LC
212791328, 207.588089, -5.8020158, 16.284, GO17063_LC|GO17068_LC
212791384, 205.7968445, -5.8003139, 16.307, GO17063_LC
212791402, 203.6354218, -5.7998371, 14.83, GO17011_LC|GO17063_LC|GO17068_LC
212791412, 203.0091705, -5.7994151, 16.672, GO17063_LC
212791590, 205.4456329, -5.7939901, 14.672, GO17063_LC|GO17068_LC
212792067, 206.2240295, -5.7780118, 17.168, GO17063_LC
212792175, 207.4555511, -5.7742891, 16.353, GO17063_LC|GO17068_LC
212792212, 203.7917175, -5.7730999, 15.457, GO17063_LC|GO17068_LC
212792259, 201.6508789, -5.771625, 15.983, GO17063_LC|GO17068_LC
212792321, 201.7544708, -5.7702308, 14.894, GO17063_LC|GO17068_LC
212792330, 201.7063446, -5.7700748, 17.603, GO17063_LC
212792502, 206.6598511, -5.764586, 14.359, GO17049_LC|GO17063_LC|GO17068_LC
212792537, 206.1631165, -5.7635579, 16.068, GO17063_LC|GO17068_LC
212792644, 206.5932617, -5.7603402, 15.328, GO17063_LC|GO17068_LC
212792901, 202.2297821, -5.7527938, 15.055, GO17063_LC|GO17068_LC
212793354, 207.7393494, -5.7397861, 15.031, GO17063_LC|GO17068_LC
212793463, 207.840332, -5.7366381, 17.072, GO17063_LC
212793478, 209.714447, -5.7360659, 15.163, GO17063_LC|GO17068_LC
212793690, 201.8005829, -5.7301359, 17.097, GO17063_LC
212793708, 202.6142578, -5.729538, 17.372, GO17063_LC
212793719, 203.6486053, -5.7290692, 14.661, GO17063_LC|GO17068_LC
212794468, 209.0670166, -5.7076759, 17.537, GO17063_LC
212794478, 204.7211914, -5.7074132, 14.795, GO17011_LC|GO17063_LC|GO17068_LC
212794499, 206.4335175, -5.7064981, 15.151, GO17063_LC|GO17068_LC
212794550, 202.4397888, -5.7048988, 15.862, GO17063_LC|GO17068_LC
212794694, 208.767395, -5.7008419, 17.778, GO17063_LC|GO17068_LC
212794722, 203.6292572, -5.7000518, 15.195, GO17063_LC|GO17068_LC
212795023, 203.1632996, -5.6915002, 16.076, GO17063_LC|GO17068_LC
212795035, 205.3319092, -5.6911941, 15.747, GO17063_LC|GO17068_LC
212795206, 206.3790131, -5.6865759, 13.399, GO17046_LC|GO17049_LC|GO17063_LC|GO17068_LC
212795340, 207.5789185, -5.6826868, 17.218, GO17063_LC|GO17068_LC
212795470, 203.5062561, -5.679028, 16.579, GO17063_LC
212795472, 203.3966522, -5.6789241, 13.002, GO17063_LC|GO17068_LC
212795854, 202.0996704, -5.6684632, 15.926, GO17063_LC|GO17068_LC
212795883, 203.9433746, -5.6672802, 15.201, GO17063_LC|GO17068_LC
212796016, 205.2937012, -5.663363, 14.209, GO17063_LC|GO17068_LC
212796083, 205.7952271, -5.6615839, 14.768, GO17063_LC
212796175, 204.7266235, -5.6590028, 14.105, GO17063_LC|GO17068_LC
212796395, 204.7331543, -5.6528258, 14.815, GO17063_LC|GO17068_LC
