# Summary of K2 Program GO17063

Title: The K2 M Dwarf Project

PI: Dressing, Courtney (University of California, Berkeley)
CoIs: Ian Crossfield (MIT), Joshua Schlieder (NASA Goddard), Kevin Hardegree-Ullman(University of Toledo), Jessie Christiansen (NExScI/IPAC), Erik Petigura (Caltech)



# Targets requested by this program that have been observed (3210)
EPIC ID, RA (J2000) [deg], Dec (J2000) [deg], magnitude, Investigation IDs
212806820, 202.6805878, -5.3308601, 16.458, GO17063_LC
212806925, 209.0450592, -5.3279629, 15.478, GO17063_LC|GO17067_LC|GO17068_LC
212807165, 208.116684, -5.3201618, 16.313, GO17063_LC|GO17068_LC
212807182, 207.7729187, -5.3196602, 12.229, GO17001_LC|GO17052_LC|GO17063_LC|GO17065_LC|GO17068_LC|GO17052_SC
212807209, 198.2683411, -5.3188071, 16.158, GO17063_LC
212807452, 198.1650238, -5.310585, 15.303, GO17063_LC|GO17068_LC
212807534, 202.4624939, -5.3078079, 17.033, GO17063_LC
212807629, 205.3134613, -5.3048878, 16.871, GO17063_LC
212807771, 205.3074188, -5.3001609, 16.592, GO17063_LC
212808079, 201.6782227, -5.2894602, 14.244, GO17049_LC|GO17063_LC|GO17068_LC
212808117, 208.4419708, -5.2885671, 17.299, GO17063_LC
212808199, 207.5032959, -5.2857938, 15.187, GO17063_LC|GO17068_LC
212808236, 202.2826996, -5.2849188, 16.587, GO17053_LC|GO17059_LC|GO17063_LC
212808604, 209.2088623, -5.2737341, 14.123, GO17063_LC|GO17067_LC|GO17068_LC
212808710, 202.2766571, -5.2710128, 15.569, GO17063_LC|GO17068_LC
212808733, 204.9773865, -5.2703438, 15.765, GO17063_LC|GO17068_LC
212808789, 201.9101105, -5.2682958, 17.448, GO17063_LC
212808800, 208.4118652, -5.2680068, 15.055, GO17063_LC|GO17068_LC
212808916, 202.0472717, -5.2646642, 15.67, GO17063_LC|GO17068_LC
212808993, 208.554306, -5.2619572, 15.562, GO17063_LC|GO17067_LC|GO17068_LC
212808998, 202.6529694, -5.2617469, 11.648, GO17049_LC|GO17063_LC|GO17065_LC|GO17068_LC
212809640, 202.3119507, -5.2409811, 16.755, GO17063_LC
212809647, 201.7546997, -5.2406831, 16.445, GO17063_LC
212809988, 202.8704529, -5.2303061, 13.839, GO17049_LC|GO17063_LC|GO17068_LC
212810068, 204.1073914, -5.2280469, 16.06, GO17063_LC|GO17068_LC
212810630, 205.8448944, -5.2103138, 13.614, GO17011_LC|GO17063_LC|GO17068_LC
212810669, 205.8430939, -5.2088852, 12.541, GO17001_LC|GO17052_LC|GO17063_LC|GO17065_LC|GO17068_LC|GO17052_SC
212810979, 206.8748169, -5.1981268, 16.692, GO17063_LC
212811108, 202.7439117, -5.1942768, 17.089, GO17063_LC
212811466, 203.6722717, -5.1831298, 15.962, GO17063_LC|GO17068_LC
212811498, 205.6641998, -5.1818419, 16.819, GO17063_LC
212811505, 204.7577515, -5.1815462, 16.386, GO17063_LC
212811820, 207.6439209, -5.1717472, 15.83, GO17063_LC|GO17068_LC
212812113, 204.0173798, -5.1623721, 17.075, GO17063_LC
212812385, 206.4958954, -5.1539221, 14.85, GO17063_LC|GO17068_LC
212812524, 203.8390503, -5.1496582, 16.76, GO17063_LC
212813192, 206.8353577, -5.1287632, 15.4, GO17063_LC|GO17068_LC
212814009, 203.4571533, -5.1027222, 15.106, GO17063_LC|GO17068_LC
212814095, 203.1807404, -5.0997128, 17.567, GO17063_LC
212814179, 201.9619446, -5.0966592, 16.445, GO17063_LC
212814728, 205.3558807, -5.0796289, 15.763, GO17063_LC|GO17068_LC
212814793, 202.439743, -5.0779538, 13.865, GO17063_LC|GO17068_LC
212814884, 201.9479828, -5.0750322, 16.151, GO17063_LC|GO17068_LC
212814885, 208.3122101, -5.0750279, 17.135, GO17063_LC|GO17067_LC
212815048, 206.7561951, -5.0703082, 15.446, GO17063_LC|GO17068_LC
212815478, 203.3231049, -5.0553098, 16.284, GO17063_LC
212816082, 202.005127, -5.0371251, 14.174, GO17063_LC|GO17068_LC
212816259, 208.8052826, -5.0310392, 15.875, GO17063_LC|GO17067_LC|GO17068_LC
212816266, 209.0834045, -5.030797, 13.334, GO17063_LC|GO17067_LC|GO17068_LC
212816685, 205.0332031, -5.0166998, 17.087, GO17063_LC
212816951, 208.3656769, -5.0080438, 16.44, GO17063_LC|GO17067_LC|GO17068_LC
212817015, 207.5392303, -5.0060892, 15.05, GO17063_LC|GO17068_LC
212817097, 208.122818, -5.0036659, 17.129, GO17063_LC|GO17067_LC|GO17068_LC
212817217, 202.1678619, -4.999475, 15.65, GO17063_LC|GO17068_LC
212817244, 206.0635529, -4.9983301, 16.286, GO17063_LC
212817431, 206.8329163, -4.9922142, 14.325, GO17063_LC|GO17068_LC
212817765, 207.7174225, -4.981741, 16.496, GO17063_LC|GO17067_LC|GO17068_LC
212817971, 202.7402039, -4.9744158, 14.235, GO17063_LC|GO17068_LC
212818145, 206.3491821, -4.9684081, 15.975, GO17063_LC|GO17068_LC
212818210, 206.4679718, -4.9663968, 17.199, GO17063_LC
212818446, 208.2986145, -4.9589791, 16.979, GO17063_LC|GO17067_LC
212818822, 204.1076813, -4.9468112, 16.299, GO17063_LC
212818919, 206.3488617, -4.9440532, 15.312, GO17063_LC|GO17068_LC
212819058, 206.5885162, -4.9394598, 16.808, GO17063_LC
212819241, 203.8517609, -4.93296, 8.497, GO17063_LC|GO17065_LC
212819246, 202.135025, -4.9329271, 17.426, GO17063_LC
212819471, 208.2328491, -4.9254131, 16.977, GO17063_LC|GO17067_LC
212819557, 205.9714813, -4.922483, 17.024, GO17063_LC
212819569, 206.5052795, -4.9220181, 14.149, GO17011_LC|GO17063_LC|GO17068_LC
212819782, 202.7848358, -4.9153242, 17.01, GO17063_LC
212820001, 206.4989929, -4.9083109, 13.81, GO17049_LC|GO17063_LC|GO17068_LC
212820070, 205.4382935, -4.9058342, 15.808, GO17063_LC|GO17068_LC
212820244, 204.1538696, -4.9004941, 16.027, GO17063_LC|GO17068_LC
212820247, 209.6991882, -4.9003949, 16.868, GO17063_LC
212820594, 202.5096741, -4.8889508, 14.665, GO17008_LC|GO17025_LC|GO17057_LC|GO17063_LC|GO17057_SC
212820640, 206.1511841, -4.8876462, 16.163, GO17063_LC|GO17068_LC
212820684, 209.0937042, -4.8862691, 16.244, GO17063_LC|GO17067_LC|GO17068_LC
212821037, 208.291748, -4.8742752, 13.938, GO17049_LC|GO17063_LC|GO17067_LC|GO17068_LC
212821108, 209.5215912, -4.8717828, 14.867, GO17063_LC|GO17067_LC|GO17068_LC
212821109, 205.1132507, -4.8717632, 16.923, GO17063_LC
212821399, 209.5086365, -4.862514, 16.863, GO17063_LC
212821629, 206.0015717, -4.85568, 15.562, GO17063_LC|GO17068_LC
212821650, 206.0189056, -4.8548622, 16.038, GO17063_LC|GO17068_LC
212821674, 207.7583618, -4.8539391, 16.504, GO17063_LC|GO17067_LC|GO17068_LC
212821709, 206.0193481, -4.8528738, 16.321, GO17063_LC
212821932, 201.7278748, -4.8456879, 17.192, GO17063_LC
212821995, 203.8437347, -4.8440871, 14.496, GO17063_LC|GO17068_LC
212822085, 202.250824, -4.8404069, 16.942, GO17063_LC
212822202, 209.8613434, -4.8364301, 17.203, GO17063_LC
212822374, 203.819519, -4.830771, 14.757, GO17063_LC|GO17068_LC
212822674, 206.3249512, -4.8216038, 15.066, GO17063_LC|GO17068_LC
212822735, 207.7253876, -4.8198709, 16.743, GO17063_LC|GO17067_LC
212823023, 202.8652039, -4.809833, 16.876, GO17063_LC
212823209, 206.3511047, -4.803472, 16.59, GO17063_LC
212823235, 206.6470184, -4.8021569, 15.846, GO17063_LC|GO17068_LC
212823482, 209.1771545, -4.7941222, 16.635, GO17063_LC|GO17067_LC|GO17068_LC
212823669, 203.4933472, -4.7872028, 14.666, GO17011_LC|GO17063_LC|GO17068_LC
212823716, 202.5853271, -4.7853789, 16.686, GO17063_LC
212823720, 204.7471161, -4.7852468, 16.522, GO17063_LC
212823791, 203.0670929, -4.7824559, 16.479, GO17063_LC
212824031, 206.5371857, -4.77352, 15.21, GO17063_LC|GO17068_LC
212824171, 209.6957855, -4.7693291, 15.059, GO17063_LC|GO17067_LC|GO17068_LC
212824270, 202.6911469, -4.765367, 13.543, GO17011_LC|GO17063_LC|GO17068_LC
212824308, 202.6889496, -4.7643528, 13.208, GO17063_LC|GO17068_LC
212824387, 205.7069397, -4.762114, 17.238, GO17063_LC
212824642, 206.5913544, -4.7541599, 16.748, GO17063_LC
212824659, 209.3306885, -4.7537241, 14.937, GO17063_LC|GO17067_LC|GO17068_LC
212824683, 206.6942444, -4.7529998, 16.523, GO17063_LC
212824722, 209.7110748, -4.7517862, 14.99, GO17063_LC|GO17067_LC|GO17068_LC
212825196, 202.2022705, -4.7354779, 16.954, GO17063_LC
212825493, 205.4335175, -4.7251182, 16.226, GO17063_LC
212826464, 206.6436462, -4.6916041, 15.7, GO17063_LC|GO17068_LC
212826485, 208.392868, -4.6907969, 16.307, GO17063_LC|GO17067_LC|GO17068_LC
212826764, 205.2345276, -4.6818209, 16.856, GO17063_LC
212826976, 202.5130615, -4.6743932, 16.822, GO17063_LC
212826989, 205.9915314, -4.6738052, 16.268, GO17063_LC
212827043, 204.769165, -4.6720028, 15.852, GO17063_LC|GO17068_LC
212827101, 207.7585144, -4.6702719, 16.312, GO17063_LC|GO17067_LC|GO17068_LC
212827294, 206.5133667, -4.6638842, 16.93, GO17063_LC
212827329, 208.434967, -4.6628308, 17.268, GO17063_LC|GO17067_LC
212827582, 206.1152191, -4.6543589, 17.367, GO17063_LC
212827846, 203.132431, -4.6449208, 15.953, GO17063_LC|GO17068_LC
212828117, 204.1160583, -4.6369562, 16.563, GO17063_LC
212828270, 205.848526, -4.632133, 14.809, GO17011_LC|GO17063_LC|GO17068_LC
212828608, 206.2722473, -4.6203408, 9.99, GO17003_LC|GO17005_LC|GO17038_LC|GO17043_LC|GO17049_LC|GO17052_LC|GO17063_LC|GO17065_LC|GO17068_LC|GO17052_SC
212828741, 209.7168579, -4.615859, 16.672, GO17063_LC
212828769, 202.2527466, -4.615129, 14.202, GO17011_LC|GO17063_LC|GO17068_LC
212828964, 207.9910278, -4.608758, 16.17, GO17063_LC|GO17067_LC|GO17068_LC
212829089, 203.1429138, -4.6050181, 16.309, GO17063_LC
212829283, 203.8056183, -4.5982699, 16.013, GO17063_LC|GO17068_LC
212829294, 208.561264, -4.5978861, 17.079, GO17063_LC|GO17067_LC
212829303, 202.4648285, -4.5976262, 17.262, GO17063_LC
212829397, 209.7253418, -4.5943098, 14.619, GO17063_LC|GO17067_LC|GO17068_LC
212829612, 204.8891754, -4.5870771, 15.687, GO17063_LC|GO17068_LC
212829794, 205.5705109, -4.580502, 16.466, GO17063_LC
212830381, 205.9218903, -4.5600352, 14.963, GO17011_LC|GO17063_LC|GO17068_LC
212830394, 205.4075775, -4.559556, 16.498, GO17063_LC
212830691, 202.859726, -4.5496511, 16.812, GO17063_LC
212830792, 209.5004272, -4.546339, 15.722, GO17063_LC|GO17067_LC|GO17068_LC
212830896, 202.881134, -4.5430312, 13.652, GO17049_LC|GO17063_LC|GO17068_LC
212831062, 208.6724548, -4.5368299, 15.007, GO17063_LC|GO17067_LC|GO17068_LC
212831199, 206.8342133, -4.5319152, 14.232, GO17063_LC|GO17067_LC|GO17068_LC
212831249, 208.8440247, -4.5303869, 16.685, GO17063_LC|GO17067_LC|GO17068_LC
212831582, 209.420166, -4.5183182, 15.74, GO17063_LC|GO17067_LC|GO17068_LC
212831789, 202.8077087, -4.5104818, 16.621, GO17063_LC
212831949, 205.2507172, -4.505002, 13.108, GO17063_LC|GO17068_LC
212832090, 204.8641052, -4.4999542, 15.237, GO17063_LC|GO17068_LC
212832126, 202.6623383, -4.498702, 17.239, GO17063_LC
212832268, 208.9903717, -4.4935231, 17.066, GO17063_LC|GO17067_LC
212832283, 208.9868622, -4.493072, 15.15, GO17063_LC|GO17067_LC|GO17068_LC
212832304, 204.1726074, -4.4925342, 16.233, GO17063_LC
212832311, 204.988205, -4.4922218, 16.493, GO17063_LC
212832319, 209.0706329, -4.4919462, 18.193, GO17063_LC|GO17067_LC
212832427, 203.3380737, -4.4880838, 16.033, GO17063_LC|GO17068_LC
212832604, 205.3548584, -4.4812069, 15.386, GO17063_LC|GO17068_LC
212832872, 203.1314087, -4.4702439, 16.767, GO17063_LC
212832921, 205.2446747, -4.468822, 11.449, GO17026_LC|GO17063_LC|GO17068_LC
212833073, 206.9189453, -4.4629822, 14.918, GO17063_LC|GO17067_LC|GO17068_LC
212833488, 201.8410645, -4.44911, 16.983, GO17063_LC
212833538, 207.6342316, -4.4473491, 16.039, GO17063_LC|GO17067_LC|GO17068_LC
212833673, 203.1885223, -4.4428139, 14.205, GO17063_LC
212833714, 202.5401001, -4.4409709, 16.305, GO17063_LC
212833791, 207.9578094, -4.43858, 12.837, GO17049_LC|GO17063_LC|GO17065_LC|GO17067_LC|GO17068_LC
212833882, 204.6973572, -4.4351058, 17.292, GO17063_LC
212833937, 206.2466431, -4.4334641, 14.976, GO17063_LC|GO17068_LC
212834204, 203.9143982, -4.425323, 14.936, GO17063_LC|GO17068_LC
212834279, 208.1040192, -4.4224949, 14.172, GO17063_LC|GO17067_LC|GO17068_LC
212834448, 203.3113251, -4.4166031, 16.387, GO17063_LC
212834508, 203.1837616, -4.4143939, 15.508, GO17063_LC|GO17068_LC
212834837, 203.3229523, -4.4029369, 13.742, GO17011_LC|GO17063_LC|GO17068_LC
212835356, 205.1901398, -4.385201, 17.191, GO17063_LC
212835383, 206.9532623, -4.3843589, 16.954, GO17063_LC|GO17067_LC|GO17068_LC
212835579, 207.6993866, -4.3776488, 14.42, GO17063_LC|GO17067_LC|GO17068_LC
212835673, 203.5215607, -4.3743591, 16.449, GO17063_LC
212835713, 206.2637024, -4.3728838, 16.256, GO17063_LC|GO17067_LC
212835738, 207.7206268, -4.3722229, 16.718, GO17063_LC|GO17067_LC|GO17068_LC
212835780, 205.634079, -4.370882, 16.332, GO17063_LC
212835973, 202.93927, -4.3650308, 16.374, GO17063_LC
212836110, 203.9848785, -4.3598642, 15.658, GO17063_LC|GO17068_LC
212836453, 202.7475891, -4.3482552, 17.231, GO17063_LC
212836621, 205.6830597, -4.3420892, 14.858, GO17063_LC|GO17068_LC
212836722, 204.2298584, -4.3383431, 16.653, GO17063_LC
212836830, 205.5610809, -4.3343801, 15.697, GO17063_LC|GO17068_LC
212836958, 205.6560516, -4.3297238, 15.783, GO17063_LC|GO17068_LC
212837009, 202.3612976, -4.3277001, 15.858, GO17063_LC|GO17068_LC
212837326, 202.1172638, -4.3155012, 17.345, GO17063_LC
212837467, 204.202713, -4.3104181, 14.975, GO17063_LC|GO17068_LC
212837803, 204.957901, -4.2982602, 15.986, GO17063_LC|GO17068_LC
212837945, 202.0795441, -4.293715, 15.474, GO17063_LC|GO17068_LC
212838022, 203.3987732, -4.2905149, 15.313, GO17063_LC|GO17068_LC
212838076, 202.0783081, -4.2887149, 16.644, GO17063_LC
212838169, 202.1695862, -4.2855139, 15.937, GO17063_LC|GO17068_LC
212838269, 202.4821014, -4.282227, 16.981, GO17063_LC
212838271, 202.8727112, -4.282145, 16.855, GO17063_LC
212838302, 203.4593658, -4.2811089, 16.227, GO17063_LC
212838303, 205.3069305, -4.2810502, 16.961, GO17063_LC
212838471, 203.4542084, -4.2744851, 15.934, GO17063_LC|GO17068_LC
212838588, 203.2504578, -4.2697978, 15.315, GO17063_LC|GO17068_LC
212838749, 202.6394958, -4.2643409, 17.752, GO17063_LC
212838778, 206.6025238, -4.2633018, 13.852, GO17063_LC|GO17067_LC|GO17068_LC
212838840, 204.1339874, -4.2609339, 15.523, GO17053_LC|GO17063_LC|GO17068_LC
212838994, 206.7357178, -4.2537198, 15.482, GO17063_LC|GO17067_LC|GO17068_LC
212839636, 205.3404846, -4.230854, 16.7, GO17063_LC
212840192, 205.4479065, -4.2107048, 14.732, GO17063_LC|GO17068_LC
212840213, 203.7173462, -4.2100439, 16.678, GO17063_LC
212840276, 202.749649, -4.2071881, 16.532, GO17063_LC
212840343, 202.9046173, -4.2045121, 15.41, GO17063_LC|GO17068_LC
212840362, 206.0361023, -4.2039652, 16.282, GO17063_LC
212840377, 202.7567902, -4.2033801, 15.439, GO17063_LC
212840460, 203.5312195, -4.2005291, 15.072, GO17063_LC|GO17068_LC
212840781, 203.1902618, -4.1888871, 16.298, GO17063_LC
212840848, 205.0297089, -4.1861, 8.906, GO17001_LC|GO17014_LC|GO17038_LC|GO17052_LC|GO17063_LC|GO17068_LC|GO17052_SC
212841848, 202.2983856, -4.1490149, 15.614, GO17063_LC|GO17068_LC
212842019, 205.3451385, -4.1422749, 16.27, GO17063_LC
212842341, 205.8044434, -4.1293368, 16.185, GO17063_LC|GO17067_LC|GO17068_LC
212842359, 204.2401886, -4.1283278, 15.398, GO17063_LC|GO17068_LC
212842499, 203.1921387, -4.1234951, 15.48, GO17063_LC|GO17068_LC
212842893, 203.3041229, -4.1080451, 16.966, GO17063_LC
212843171, 204.8521576, -4.0980101, 15.709, GO17053_LC|GO17063_LC|GO17068_LC
212843339, 204.9447174, -4.0914311, 17.226, GO17063_LC
212843720, 202.3981781, -4.076232, 13.743, GO17053_LC|GO17063_LC|GO17068_LC
212844229, 202.6367798, -4.056788, 13.592, GO17063_LC|GO17068_LC
212844358, 202.1922913, -4.0520992, 15.665, GO17063_LC|GO17068_LC
212844459, 203.3553619, -4.0488849, 16.696, GO17063_LC
212844765, 204.1192474, -4.0372648, 16.782, GO17063_LC
212846053, 202.3774109, -3.9874079, 14.079, GO17063_LC|GO17068_LC
212846068, 202.1009064, -3.98684, 11.24, GO17001_LC|GO17038_LC|GO17052_LC|GO17063_LC|GO17065_LC|GO17068_LC|GO17052_SC
212846262, 203.8256683, -3.97966, 16.031, GO17063_LC|GO17068_LC
212846269, 204.0591583, -3.9794431, 16.032, GO17063_LC|GO17068_LC
212846374, 203.3834381, -3.974941, 17.278, GO17063_LC
212846474, 202.7948303, -3.9708719, 17.25, GO17063_LC
212846622, 202.7250214, -3.965086, 17.159, GO17063_LC
212846628, 203.4822845, -3.964649, 14.685, GO17063_LC|GO17068_LC
212846673, 202.2567902, -3.962615, 15.547, GO17063_LC|GO17068_LC
212846879, 203.9853363, -3.9551041, 15.688, GO17063_LC|GO17068_LC
212847343, 203.2202454, -3.9365039, 16.719, GO17063_LC
212847721, 204.2215271, -3.9214771, 15.361, GO17063_LC|GO17068_LC
212847773, 202.588974, -3.9193339, 16.623, GO17063_LC
212847938, 202.9329987, -3.9132459, 15.743, GO17063_LC|GO17068_LC
212847994, 203.7029419, -3.9106519, 16.235, GO17063_LC
212848105, 203.2960663, -3.9059651, 16.661, GO17063_LC
212848316, 201.9780579, -3.896965, 17.158, GO17063_LC
212848322, 202.5593567, -3.896801, 15.13, GO17063_LC|GO17068_LC
212848482, 202.5716095, -3.890918, 14.723, GO17063_LC|GO17068_LC
212848496, 202.9820099, -3.890244, 15.225, GO17063_LC|GO17068_LC
212848960, 203.0914764, -3.8729849, 16.427, GO17063_LC
212849065, 202.2549438, -3.8692191, 14.458, GO17063_LC|GO17068_LC
212849116, 202.9582367, -3.8669839, 17.004, GO17063_LC
212849317, 201.9167023, -3.859262, 13.054, GO17049_LC|GO17054_LC|GO17063_LC|GO17068_LC
212849870, 203.0066223, -3.837415, 17.232, GO17063_LC
212850141, 202.0801392, -3.8276589, 17.106, GO17063_LC
212850721, 202.1928558, -3.804107, 16.934, GO17063_LC
212851491, 203.0734863, -3.7729211, 15.194, GO17063_LC|GO17068_LC
212851634, 202.8440857, -3.7676439, 17.401, GO17063_LC
212852773, 201.8881226, -3.7201331, 17.527, GO17063_LC
212853030, 202.064682, -3.7094231, 15.633, GO17063_LC|GO17068_LC
212853374, 202.1437378, -3.695246, 16.089, GO17063_LC|GO17068_LC
212853768, 202.4113464, -3.67906, 16.113, GO17063_LC|GO17068_LC
212854701, 206.543808, -3.6432011, 16.642, GO17063_LC
212857129, 206.7956085, -3.569031, 16.705, GO17063_LC|GO17067_LC|GO17068_LC
212857717, 206.6476746, -3.552496, 17.643, GO17063_LC|GO17067_LC
212860283, 205.7000885, -3.4776411, 16.5, GO17063_LC|GO17067_LC|GO17068_LC
212862081, 204.8451843, -3.4241431, 17.466, GO17063_LC
212863431, 205.2273254, -3.3835771, 16.538, GO17063_LC|GO17067_LC
212864585, 204.9508362, -3.348186, 16.312, GO17063_LC|GO17067_LC|GO17068_LC
212866204, 206.5940857, -3.2949791, 14.867, GO17063_LC|GO17067_LC|GO17068_LC
212866515, 206.6816254, -3.2841699, 17.224, GO17063_LC|GO17067_LC
212867463, 207.1089783, -3.250669, 15.678, GO17063_LC|GO17067_LC|GO17068_LC
212867523, 206.4597778, -3.2485981, 12.599, GO17063_LC|GO17065_LC|GO17067_LC|GO17068_LC
212868082, 204.2285767, -3.228729, 17.149, GO17063_LC
212868681, 206.8839874, -3.206991, 17.213, GO17063_LC
212868684, 203.4351654, -3.2069571, 15.637, GO17063_LC|GO17067_LC|GO17068_LC
212868798, 205.2552032, -3.2025189, 17.253, GO17063_LC
212869369, 202.9799652, -3.1830051, 14.281, GO17063_LC|GO17068_LC
212869370, 204.0620575, -3.18296, 14.971, GO17063_LC|GO17067_LC|GO17068_LC
212869479, 205.0184937, -3.1793001, 16.156, GO17063_LC|GO17067_LC|GO17068_LC
212869638, 205.9072571, -3.173579, 11.661, GO17049_LC|GO17063_LC|GO17065_LC|GO17067_LC|GO17068_LC
212869714, 205.550293, -3.1713669, 15.276, GO17063_LC|GO17067_LC|GO17068_LC
212869747, 206.8615265, -3.1702261, 15.345, GO17063_LC|GO17067_LC|GO17068_LC
212870482, 206.8509064, -3.145035, 16.302, GO17063_LC|GO17067_LC|GO17068_LC
212871222, 206.010849, -3.1169851, 14.498, GO17063_LC|GO17067_LC|GO17068_LC
212871432, 202.6128387, -3.1091311, 13.755, GO17063_LC|GO17068_LC
212871626, 204.1958771, -3.1025469, 16.013, GO17063_LC|GO17067_LC|GO17068_LC
212871800, 202.6569214, -3.0964251, 16.273, GO17063_LC|GO17068_LC
212871811, 205.6407928, -3.095957, 14.87, GO17063_LC|GO17067_LC|GO17068_LC
212871867, 202.654892, -3.093919, 15.13, GO17054_LC|GO17063_LC|GO17068_LC
212871873, 205.8827667, -3.0938561, 14.835, GO17063_LC|GO17067_LC|GO17068_LC
212871892, 206.1696472, -3.093112, 13.574, GO17063_LC|GO17067_LC|GO17068_LC
212872021, 202.7762604, -3.088294, 15.275, GO17063_LC|GO17068_LC
212872033, 204.9725037, -3.0880301, 15.439, GO17063_LC|GO17067_LC|GO17068_LC
212872605, 202.9377136, -3.0668211, 17.601, GO17063_LC
212872836, 207.046402, -3.0591309, 15.486, GO17063_LC|GO17067_LC|GO17068_LC
212873243, 205.134552, -3.043628, 14.683, GO17063_LC|GO17067_LC|GO17068_LC
212873300, 205.3496704, -3.0411611, 16.05, GO17063_LC|GO17067_LC|GO17068_LC
212873453, 205.2769318, -3.035176, 14.403, GO17063_LC|GO17067_LC|GO17068_LC
212873572, 204.8726349, -3.0297811, 17.158, GO17063_LC
212873603, 202.2947998, -3.0288179, 17.509, GO17063_LC
212873786, 206.9161224, -3.021733, 15.395, GO17063_LC|GO17067_LC|GO17068_LC
212873931, 203.3752136, -3.016186, 16.947, GO17063_LC|GO17067_LC
212874490, 206.9449921, -2.9940081, 17.264, GO17063_LC|GO17067_LC|GO17068_LC
212874517, 206.1861115, -2.9926341, 14.818, GO17063_LC|GO17067_LC|GO17068_LC
212874829, 202.4854889, -2.9788361, 11.854, GO17001_LC|GO17052_LC|GO17063_LC|GO17065_LC|GO17068_LC|GO17052_SC
212875064, 202.9235687, -2.9695799, 16.52, GO17063_LC
212875110, 207.085144, -2.967531, 16.701, GO17063_LC|GO17067_LC|GO17068_LC
212875241, 202.7980347, -2.962486, 14.897, GO17063_LC|GO17067_LC|GO17068_LC
212875248, 203.2156219, -2.962127, 16.686, GO17063_LC|GO17067_LC|GO17068_LC
212875524, 203.4770966, -2.9517341, 16.582, GO17063_LC|GO17067_LC|GO17068_LC
212875951, 205.2321167, -2.932502, 16.952, GO17063_LC
212876350, 206.8962097, -2.9153731, 14.208, GO17049_LC|GO17063_LC|GO17067_LC|GO17068_LC
212876488, 206.1015472, -2.9086411, 16.741, GO17063_LC|GO17067_LC|GO17068_LC
212876732, 207.1019592, -2.898685, 15.843, GO17063_LC|GO17067_LC|GO17068_LC
212877076, 203.333313, -2.88467, 13.51, GO17063_LC|GO17067_LC|GO17068_LC
212877169, 204.1101685, -2.8806989, 16.195, GO17063_LC|GO17067_LC|GO17068_LC
212877277, 205.3195648, -2.876085, 16.119, GO17063_LC|GO17067_LC|GO17068_LC
212877283, 202.824295, -2.8758321, 16.563, GO17063_LC|GO17067_LC|GO17068_LC
212877381, 205.7009277, -2.872334, 15.041, GO17063_LC|GO17067_LC|GO17068_LC
212877592, 203.5088806, -2.863163, 17.37, GO17063_LC
212877656, 204.9562836, -2.860347, 18.198, GO17063_LC
212877825, 206.0249939, -2.852742, 16.998, GO17063_LC
212877857, 204.3227234, -2.851371, 13.537, GO17049_LC|GO17063_LC|GO17067_LC|GO17068_LC
212877892, 203.4824219, -2.8499839, 17.811, GO17063_LC
212878328, 204.2703705, -2.8320379, 14.928, GO17063_LC|GO17067_LC|GO17068_LC
212878566, 205.0458374, -2.8212979, 17.001, GO17063_LC
212878593, 203.0796814, -2.8203261, 14.539, GO17063_LC|GO17067_LC|GO17068_LC
212878636, 202.293808, -2.8180611, 16.337, GO17063_LC|GO17067_LC|GO17068_LC
212878796, 206.8917542, -2.810847, 17.983, GO17063_LC
212878805, 202.8634491, -2.810621, 16.689, GO17063_LC|GO17067_LC|GO17068_LC
212878877, 204.2756042, -2.8074069, 14.427, GO17049_LC|GO17063_LC|GO17067_LC|GO17068_LC
212878967, 206.6631775, -2.8037341, 14.17, GO17049_LC|GO17063_LC|GO17067_LC|GO17068_LC
212879165, 205.3898163, -2.7942989, 14.762, GO17063_LC|GO17067_LC|GO17068_LC
212879753, 205.1070709, -2.7675259, 16.431, GO17063_LC
212879763, 205.8066406, -2.767226, 17.683, GO17063_LC
212879855, 207.1748962, -2.7618439, 17.524, GO17063_LC
212880201, 204.3111725, -2.7459941, 14.563, GO17049_LC|GO17063_LC|GO17067_LC|GO17068_LC
212880285, 204.9978485, -2.7423029, 15.776, GO17063_LC|GO17067_LC|GO17068_LC
212880541, 204.4328461, -2.7299969, 17.111, GO17063_LC|GO17067_LC
212880566, 206.8873901, -2.7285831, 14.223, GO17063_LC|GO17067_LC|GO17068_LC
212880659, 202.8051147, -2.7246389, 13.982, GO17063_LC|GO17067_LC|GO17068_LC
212880903, 207.3070526, -2.710768, 17.009, GO17063_LC|GO17067_LC|GO17068_LC
212880977, 205.0852661, -2.7072461, 16.928, GO17063_LC|GO17067_LC|GO17068_LC
212880988, 203.397644, -2.7068379, 16.587, GO17063_LC|GO17067_LC|GO17068_LC
212881187, 202.2676392, -2.6973679, 14.232, GO17063_LC|GO17067_LC|GO17068_LC
212881205, 205.8208923, -2.696435, 16.515, GO17063_LC|GO17067_LC|GO17068_LC
212881248, 205.0115204, -2.6938651, 16.312, GO17063_LC|GO17067_LC|GO17068_LC
212881450, 202.809433, -2.682997, 15.593, GO17063_LC|GO17067_LC|GO17068_LC
212881656, 202.6032104, -2.6720171, 17.377, GO17063_LC
212881919, 207.0155792, -2.659529, 14.35, GO17063_LC|GO17067_LC|GO17068_LC
212882015, 202.900177, -2.653892, 18.283, GO17063_LC
212882210, 202.89888, -2.6445999, 14.759, GO17063_LC|GO17067_LC|GO17068_LC
