EPIC ID, RA (J2000) [deg], Dec (J2000) [deg], magnitude, Investigation IDs
234940003, 260.639869, -24.905495, 11.064, GO11071_LC|GO11122_LC|GO11052_LC
234948611, 260.467531, -24.868986, 10.942, GO11071_LC|GO11122_LC|GO11052_LC
234951412, 260.97421, -24.857091, 10.799, GO11049_LC|GO11071_LC|GO11122_LC|GO11052_LC
234955527, 259.986768, -24.839586, 10.355, GO11071_LC|GO11122_LC|GO11052_LC
234962562, 261.176029, -24.809562, 10.883, GO11122_LC|GO11052_LC
234963658, 260.353479, -24.805054, 9.811, GO11113_LC|GO11122_LC|GO11038_LC|GO11052_LC
234964614, 258.524006, -24.801034, 10.898, GO11071_LC|GO11122_LC|GO11052_LC
234973885, 259.281644, -24.76176, 11.866, GO11071_LC|GO11122_LC|GO11101_LC|GO11052_LC|GO11127_LC
234974962, 261.43397, -24.756936, 10.986, GO11049_LC|GO11071_LC|GO11122_LC|GO11052_LC
234982384, 259.447285, -24.724708, 10.78, GO11071_LC|GO11122_LC|GO11052_LC
234987568, 260.308563, -24.702498, 11.33, GO11071_LC|GO11122_LC|GO11024_LC|GO11052_LC
234990928, 261.660771, -24.687912, 10.813, GO11071_LC|GO11122_LC|GO11052_LC
234992536, 261.785772, -24.680791, 10.867, GO11049_LC|GO11071_LC|GO11122_LC|GO11052_LC
235009762, 261.29478, -24.605213, 8.404, GO11122_LC|GO11101_LC|GO11024_LC|GO11052_LC|GO11019_LC|GO11127_LC
235018975, 259.332536, -24.563985, 10.433, GO11049_LC|GO11071_LC|GO11122_LC|GO11052_LC
235019742, 258.109355, -24.560407, 10.078, GO11071_LC|GO11122_LC|GO11052_LC|GO11019_LC
235023313, 261.442126, -24.544669, 11.214, GO11071_LC|GO11122_LC|GO11052_LC
235047436, 259.536912, -24.433326, 10.949, GO11071_LC|GO11122_LC|GO11024_LC|GO11052_LC
235050305, 260.789516, -24.419585, 9.772, GO11122_LC|GO11024_LC|GO11052_LC|GO11019_LC
235059000, 258.569592, -24.376964, 9.716, GO11071_LC|GO11122_LC|GO11024_LC|GO11052_LC
235062022, 259.540581, -24.362314, 10.084, GO11071_LC|GO11122_LC|GO11024_LC|GO11052_LC
235076528, 261.661339, -24.291883, 10.546, GO11049_LC|GO11071_LC|GO11122_LC|GO11052_LC
235080804, 260.177432, -24.271286, 8.873, GO11112_LC|GO11071_LC|GO11101_LC|GO11024_LC|GO11059_LC|GO11082_LC|GO11052_LC|GO11127_LC
235090284, 258.181195, -24.224443, 10.68, GO11122_LC|GO11052_LC
235094159, 258.255501, -24.205244, 12.36, GO11113_LC|GO11122_LC|GO11101_LC|GO11052_LC|GO11127_LC
235099041, 260.731393, -24.181209, 10.586, GO11071_LC|GO11122_LC|GO11052_LC
235115102, 258.435215, -24.098787, 10.655, GO11071_LC|GO11122_LC|GO11098_LC|GO11052_LC
235123139, 258.375419, -24.058767, 11.074, GO11071_LC|GO11122_LC|GO11098_LC|GO11024_LC|GO11052_LC
235130953, 258.312535, -24.018382, 10.514, GO11122_LC|GO11038_LC|GO11052_LC|GO11019_LC
235131755, 259.746204, -24.01436, 9.954, GO11122_LC|GO11052_LC
235135204, 259.731269, -23.997021, 9.427, GO11071_LC|GO11122_LC|GO11002_LC|GO11052_LC
235151005, 261.21512, -23.926099, 8.801, GO11113_LC|GO11122_LC|GO11101_LC|GO11024_LC|GO11052_LC|GO11019_LC|GO11127_LC
235158887, 261.533732, -23.891641, 9.199, GO11049_LC|GO11071_LC|GO11122_LC|GO11002_LC|GO11050_LC|GO11052_LC|GO11019_LC
235163644, 258.365818, -23.871208, 9.259, GO11122_LC|GO11038_LC|GO11052_LC|GO11019_LC
235172491, 260.293391, -23.832921, 9.704, GO11123_LC|GO11002_LC|GO11052_LC
235176383, 260.471314, -23.815756, 9.989, GO11071_LC|GO11122_LC|GO11024_LC|GO11052_LC|GO11019_LC
235186653, 259.118456, -23.771648, 9.915, GO11122_LC|GO11052_LC
235192046, 260.351485, -23.749092, 11.129, GO11071_LC|GO11122_LC|GO11024_LC|GO11052_LC|GO11019_LC
235195566, 260.636479, -23.734535, 11.445, GO11071_LC|GO11122_LC|GO11050_LC|GO11052_LC|GO11019_LC
235199564, 261.102131, -23.717251, 10.023, GO11071_LC|GO11113_LC|GO11122_LC|GO11052_LC|GO11019_LC|GO11127_LC
235202071, 260.053312, -23.706007, 11.372, GO11071_LC|GO11122_LC|GO11052_LC|GO11019_LC
235206705, 259.544136, -23.685682, 10.94, GO11049_LC|GO11071_LC|GO11122_LC|GO11050_LC|GO11052_LC
235218363, 259.464491, -23.635572, 11.054, GO11122_LC|GO11024_LC|GO11052_LC
235219917, 258.16401, -23.628897, 10.671, GO11122_LC|GO11052_LC|GO11019_LC
235225176, 259.634347, -23.606868, 10.537, GO11049_LC|GO11071_LC|GO11122_LC|GO11024_LC|GO11050_LC|GO11052_LC
235232598, 261.258787, -23.574908, 10.177, GO11071_LC|GO11122_LC|GO11052_LC|GO11019_LC
235258242, 261.315569, -23.46569, 11.594, GO11071_LC|GO11122_LC|GO11052_LC|GO11019_LC
235263502, 261.205929, -23.442848, 11.421, GO11071_LC|GO11122_LC|GO11052_LC|GO11019_LC
235272794, 259.616536, -23.404062, 11.152, GO11049_LC|GO11071_LC|GO11122_LC|GO11050_LC|GO11052_LC|GO11019_LC
235288870, 260.433203, -23.335347, 11.31, GO11071_LC|GO11122_LC|GO11052_LC|GO11019_LC
235289229, 258.208645, -23.333805, 10.54, GO11071_LC|GO11122_LC|GO11024_LC|GO11052_LC|GO11019_LC
235297752, 259.999079, -23.297722, 10.956, GO11071_LC|GO11122_LC|GO11052_LC|GO11019_LC
235299253, 258.114631, -23.291068, 11.107, GO11049_LC|GO11071_LC|GO11122_LC|GO11050_LC|GO11052_LC
235323777, 258.1801, -23.184745, 10.516, GO11122_LC|GO11052_LC|GO11019_LC
235326610, 261.250733, -23.172748, 11.3, GO11049_LC|GO11071_LC|GO11122_LC|GO11050_LC|GO11052_LC|GO11019_LC
235328953, 259.495616, -23.162745, 10.518, GO11071_LC|GO11052_LC|GO11019_LC
235332691, 259.269754, -23.146698, 10.791, GO11049_LC|GO11071_LC|GO11122_LC|GO11050_LC|GO11052_LC|GO11019_LC
235357197, 260.011284, -23.039213, 10.924, GO11049_LC|GO11071_LC|GO11122_LC|GO11050_LC|GO11052_LC
235363752, 260.804588, -23.009549, 7.498, GO11122_LC|GO11052_LC|GO11019_LC
235367677, 259.878659, -22.992057, 9.278, GO11071_LC|GO11122_LC|GO11024_LC|GO11052_LC|GO11019_LC
235374538, 259.613639, -22.961051, 10.058, GO11071_LC|GO11122_LC|GO11024_LC|GO11052_LC
235393998, 260.405084, -22.873684, 9.551, GO11071_LC|GO11122_LC|GO11002_LC|GO11024_LC|GO11036_LC|GO11052_LC|GO11019_LC
235394549, 261.317678, -22.871084, 9.268, GO11071_LC|GO11122_LC|GO11024_LC|GO11052_LC|GO11019_LC
235395168, 260.810651, -22.868453, 10.983, GO11071_LC|GO11122_LC|GO11061_LC|GO11021_LC|GO11052_LC
235409850, 261.09951, -22.800882, 8.584, GO11012_LC|GO11122_LC|GO11002_LC|GO11024_LC|GO11039_LC|GO11052_LC|GO11019_LC
235414940, 260.824007, -22.776865, 10.463, GO11049_LC|GO11122_LC|GO11050_LC|GO11052_LC
235522965, 258.167832, -22.255325, 11.36, GO11071_LC|GO11122_LC|GO11052_LC
235555981, 261.330629, -22.096969, 10.399, GO11049_LC|GO11071_LC|GO11122_LC|GO11052_LC
235561169, 258.743396, -22.071698, 10.541, GO11071_LC|GO11122_LC|GO11024_LC|GO11052_LC
235565282, 259.200737, -22.052157, 10.182, GO11071_LC|GO11122_LC|GO11024_LC|GO11052_LC
235575222, 259.222717, -22.004252, 10.532, GO11071_LC|GO11122_LC|GO11024_LC|GO11052_LC
235586852, 260.747927, -29.968206, 11.078, GO11122_LC|GO11024_LC|GO11052_LC
235620353, 261.08209, -29.870423, 7.725, GO11122_LC|GO11052_LC|GO11019_LC|GO11127_LC
235624330, 258.666909, -29.858948, 9.465, GO11049_LC|GO11071_LC|GO11122_LC|GO11052_LC
235627065, 261.123228, -29.850928, 10.533, GO11071_LC|GO11122_LC|GO11024_LC|GO11052_LC
235640127, 261.107847, -29.810702, 10.133, GO11071_LC|GO11122_LC|GO11024_LC|GO11052_LC
235641996, 259.075241, -29.805009, 10.234, GO11122_LC|GO11052_LC
235663114, 261.393827, -29.740712, 10.223, GO11122_LC|GO11038_LC|GO11052_LC
235666234, 259.135837, -29.731021, 9.004, GO11071_LC|GO11122_LC|GO11024_LC|GO11052_LC|GO11019_LC
235673543, 258.93484, -29.708049, 10.598, GO11071_LC|GO11122_LC|GO11098_LC|GO11024_LC|GO11052_LC
235675054, 258.788732, -29.703353, 9.693, GO11122_LC|GO11024_LC|GO11052_LC|GO11019_LC
235676379, 261.531545, -29.699207, 10.5, GO11122_LC|GO11052_LC
235681237, 260.529913, -29.684625, 9.742, GO11071_LC|GO11122_LC|GO11024_LC|GO11052_LC
235686393, 260.723368, -29.668942, 10.376, GO11122_LC|GO11052_LC
235697792, 261.949604, -29.633756, 10.74, GO11122_LC|GO11038_LC|GO11052_LC|GO11019_LC
235702303, 258.233887, -29.619905, 9.457, GO11122_LC|GO11052_LC
235705966, 260.716028, -29.608472, 10.95, GO11071_LC|GO11122_LC|GO11024_LC|GO11052_LC
235713374, 260.50604, -29.58546, 10.089, GO11122_LC|GO11024_LC|GO11052_LC
235719088, 258.114957, -29.567865, 9.506, GO11071_LC|GO11122_LC|GO11052_LC
235724416, 261.419464, -29.5513, 9.574, GO11071_LC|GO11122_LC|GO11024_LC|GO11052_LC
235729175, 261.136851, -29.536493, 11.004, GO11071_LC|GO11122_LC|GO11052_LC
235730151, 260.787518, -29.53356, 9.566, GO11071_LC|GO11122_LC|GO11002_LC|GO11024_LC|GO11028_LC|GO11052_LC
235730951, 261.583558, -29.531025, 11.172, GO11038_LC|GO11052_LC
235735945, 259.503345, -29.516038, 10.429, GO11122_LC|GO11052_LC
235746007, 261.21276, -29.485543, 10.639, GO11122_LC|GO11052_LC
235751361, 261.682155, -29.469221, 10.595, GO11049_LC|GO11071_LC|GO11122_LC|GO11052_LC
235756046, 261.377224, -29.455286, 11.348, GO11122_LC|GO11038_LC|GO11052_LC
235774713, 260.148256, -29.398592, 9.128, GO11071_LC|GO11122_LC|GO11002_LC|GO11024_LC|GO11052_LC
235785614, 260.115022, -29.36502, 7.072, GO11122_LC|GO11052_LC|GO11019_LC
235788006, 260.408003, -29.357897, 10.579, GO11071_LC|GO11122_LC|GO11024_LC|GO11052_LC
235789717, 260.768758, -29.352681, 10.273, GO11122_LC|GO11101_LC|GO11052_LC
235790555, 261.863982, -29.35014, 11.381, GO11038_LC|GO11052_LC
235792300, 260.94225, -29.344689, 10.611, GO11071_LC|GO11122_LC|GO11098_LC|GO11024_LC|GO11052_LC
235793500, 261.009541, -29.341126, 11.385, GO11122_LC|GO11038_LC|GO11052_LC
235793808, 261.031954, -29.340176, 10.536, GO11071_LC|GO11122_LC|GO11098_LC|GO11024_LC|GO11052_LC
235798694, 261.003278, -29.325059, 8.913, GO11021_LC|GO11052_LC
235802390, 261.917279, -29.313364, 11.285, GO11071_LC|GO11122_LC|GO11052_LC
235806848, 261.662253, -29.299392, 10.0, GO11122_LC|GO11024_LC|GO11052_LC|GO11019_LC
235811430, 260.134818, -29.285034, 8.744, GO11071_LC|GO11122_LC|GO11024_LC|GO11052_LC
235824988, 260.615618, -29.242608, 10.556, GO11049_LC|GO11123_LC|GO11071_LC|GO11122_LC|GO11052_LC
235826358, 260.224541, -29.238251, 9.456, GO11071_LC|GO11122_LC|GO11024_LC|GO11052_LC
235826988, 259.412774, -29.236179, 10.418, GO11122_LC|GO11024_LC|GO11052_LC
235829216, 260.065389, -29.229194, 10.755, GO11122_LC|GO11038_LC|GO11052_LC
235834292, 261.645337, -29.214043, 10.905, GO11122_LC|GO11101_LC|GO11024_LC|GO11052_LC|GO11127_LC
235842365, 260.653622, -29.188884, 10.177, GO11122_LC|GO11052_LC
235851403, 260.370847, -29.161151, 10.782, GO11049_LC|GO11071_LC|GO11122_LC|GO11052_LC
235854898, 260.533681, -29.150321, 10.489, GO11071_LC|GO11122_LC|GO11098_LC|GO11052_LC
235855972, 260.611152, -29.147176, 10.04, GO11071_LC|GO11122_LC|GO11098_LC|GO11024_LC|GO11052_LC
235856490, 258.608481, -29.145666, 10.768, GO11122_LC|GO11052_LC|GO11019_LC
235862208, 261.184158, -29.12822, 10.205, GO11049_LC|GO11071_LC|GO11122_LC|GO11098_LC|GO11052_LC
235863134, 258.32719, -29.125408, 9.58, GO11071_LC|GO11122_LC|GO11002_LC|GO11024_LC|GO11052_LC|GO11019_LC
235867920, 261.994234, -29.110821, 9.568, GO11049_LC|GO11071_LC|GO11122_LC|GO11098_LC|GO11024_LC|GO11052_LC|GO11019_LC
235870311, 261.681124, -29.103429, 11.148, GO11122_LC|GO11038_LC|GO11052_LC
235872650, 261.076005, -29.096258, 10.379, GO11049_LC|GO11071_LC|GO11122_LC|GO11098_LC|GO11052_LC
235877228, 261.13244, -29.082026, 10.15, GO11071_LC|GO11122_LC|GO11098_LC|GO11052_LC
235894776, 258.252106, -29.026694, 9.691, GO11071_LC|GO11122_LC|GO11052_LC|GO11019_LC
235909881, 261.568074, -28.978806, 10.887, GO11122_LC|GO11024_LC|GO11052_LC
235917512, 258.98946, -28.955147, 9.487, GO11122_LC|GO11052_LC|GO11019_LC
235918072, 261.296166, -28.953312, 10.062, GO11122_LC|GO11052_LC|GO11019_LC
235918085, 258.584644, -28.953283, 10.985, GO11071_LC|GO11024_LC|GO11052_LC
235928410, 258.6889, -28.921304, 9.213, GO11012_LC|GO11071_LC|GO11122_LC|GO11002_LC|GO11024_LC|GO11052_LC|GO11019_LC
235941351, 259.141896, -28.881488, 11.1, GO11071_LC|GO11052_LC|GO11019_LC
235961804, 258.971891, -28.817693, 11.18, GO11071_LC|GO11122_LC|GO11052_LC|GO11019_LC
235969958, 261.752841, -28.791896, 9.905, GO11107_LC|GO11122_LC|GO11101_LC|GO11052_LC|GO11019_LC|GO11127_LC
235976670, 261.818769, -28.770157, 7.849, GO11122_LC|GO11052_LC|GO11019_LC
235977742, 261.212144, -28.766746, 10.624, GO11122_LC|GO11052_LC|GO11019_LC
236013710, 261.097111, -28.653284, 8.126, GO11122_LC|GO11101_LC|GO11024_LC|GO11052_LC|GO11019_LC
236014318, 261.858295, -28.651309, 10.834, GO11122_LC|GO11052_LC|GO11019_LC
236017830, 260.335112, -28.64031, 10.912, GO11049_LC|GO11071_LC|GO11122_LC|GO11052_LC|GO11019_LC
236025929, 261.710905, -28.61501, 11.044, GO11122_LC|GO11024_LC|GO11052_LC|GO11019_LC|GO11127_LC
236076864, 261.516921, -28.449704, 10.836, GO11071_LC|GO11052_LC|GO11019_LC
236086576, 261.942042, -28.418105, 11.418, GO11122_LC|GO11024_LC|GO11052_LC|GO11019_LC
236142056, 258.464424, -28.239226, 9.952, GO11071_LC|GO11122_LC|GO11024_LC|GO11052_LC
236186428, 260.049517, -28.09424, 9.166, GO11122_LC|GO11052_LC
236214482, 260.570147, -28.002203, 8.811, GO11071_LC|GO11122_LC|GO11024_LC|GO11052_LC
236219386, 258.33651, -27.985954, 9.536, GO11122_LC|GO11101_LC|GO11052_LC|GO11019_LC|GO11127_LC
236227879, 260.273505, -27.957572, 10.441, GO11122_LC|GO11101_LC|GO11024_LC|GO11052_LC|GO11127_LC
236241242, 258.508675, -27.91292, 10.787, GO11071_LC|GO11122_LC|GO11024_LC|GO11052_LC
236248003, 260.928678, -27.890526, 9.994, GO11071_LC|GO11122_LC|GO11024_LC|GO11052_LC
236262793, 258.631264, -27.841738, 10.359, GO11071_LC|GO11122_LC|GO11024_LC|GO11052_LC
236269737, 260.744165, -27.819011, 10.929, GO11071_LC|GO11122_LC|GO11052_LC
236278753, 260.61598, -27.789309, 9.723, GO11071_LC|GO11122_LC|GO11052_LC
236283605, 260.031298, -27.773121, 8.955, GO11122_LC|GO11052_LC
236285651, 260.822734, -27.766257, 11.066, GO11122_LC|GO11024_LC|GO11052_LC
236306411, 260.731326, -27.696481, 10.596, GO11122_LC|GO11052_LC
236313519, 261.427837, -27.671947, 10.675, GO11122_LC|GO11052_LC|GO11019_LC
236320208, 260.08563, -27.649039, 10.323, GO11122_LC|GO11052_LC
236334598, 261.524444, -27.599625, 7.597, GO11122_LC|GO11002_LC|GO11052_LC|GO11019_LC
236338125, 261.927854, -27.587532, 11.102, GO11071_LC|GO11122_LC|GO11052_LC|GO11019_LC
236340386, 260.031673, -27.579993, 10.137, GO11071_LC|GO11122_LC|GO11024_LC|GO11052_LC
236340991, 260.872752, -27.577912, 11.091, GO11071_LC|GO11122_LC|GO11052_LC
236394337, 261.673331, -27.390171, 10.439, GO11049_LC|GO11071_LC|GO11122_LC|GO11052_LC|GO11019_LC
236402850, 260.091735, -27.359044, 10.426, GO11049_LC|GO11071_LC|GO11122_LC|GO11052_LC
236406950, 260.227753, -27.344462, 8.274, GO11122_LC|GO11002_LC|GO11024_LC|GO11036_LC|GO11039_LC|GO11052_LC|GO11019_LC
236434862, 261.682751, -27.245251, 9.978, GO11071_LC|GO11122_LC|GO11052_LC|GO11019_LC
236522961, 261.145082, -26.924726, 8.895, GO11071_LC|GO11122_LC|GO11101_LC|GO11052_LC
236543318, 258.55051, -26.846613, 11.128, GO11122_LC|GO11024_LC|GO11052_LC
236581845, 260.130459, -26.69691, 11.11, GO11049_LC|GO11071_LC|GO11122_LC|GO11052_LC
236589382, 260.579579, -26.669041, 9.951, GO11071_LC|GO11122_LC|GO11052_LC
236605921, 260.003903, -26.609312, 8.795, GO11071_LC|GO11122_LC|GO11024_LC|GO11052_LC
236606112, 261.378253, -26.608548, 10.043, GO11049_LC|GO11071_LC|GO11122_LC|GO11052_LC
236609626, 258.595746, -26.595706, 10.062, GO11122_LC|GO11101_LC|GO11052_LC|GO11019_LC|GO11127_LC
236627176, 259.610025, -26.531945, 10.602, GO11122_LC|GO11052_LC
236635640, 260.358257, -26.501242, 8.252, GO11122_LC|GO11052_LC
236653638, 260.352842, -26.43492, 8.423, GO11122_LC|GO11024_LC|GO11052_LC
236662581, 258.238099, -26.401792, 10.732, GO11122_LC|GO11024_LC|GO11052_LC
236667058, 261.350096, -26.384828, 11.279, GO11049_LC|GO11071_LC|GO11122_LC|GO11052_LC
236667716, 261.691427, -26.382573, 10.969, GO11071_LC|GO11122_LC|GO11052_LC
236672908, 261.812197, -26.36359, 9.967, GO11049_LC|GO11071_LC|GO11122_LC|GO11052_LC
236679969, 260.375678, -26.337771, 8.567, GO11012_LC|GO11049_LC|GO11071_LC|GO11122_LC|GO11048_LC|GO11052_LC
236681623, 261.71155, -26.33178, 7.437, GO11071_LC|GO11002_LC|GO11052_LC
236681995, 261.153011, -26.330425, 10.446, GO11071_LC|GO11122_LC|GO11052_LC
236685653, 260.324952, -26.316863, 10.236, GO11071_LC|GO11122_LC|GO11024_LC|GO11052_LC
236687602, 261.496541, -26.309517, 10.111, GO11071_LC|GO11122_LC|GO11052_LC
236691496, 261.114384, -26.295225, 10.727, GO11122_LC|GO11024_LC|GO11052_LC
236716270, 260.127868, -26.202927, 10.838, GO11049_LC|GO11122_LC|GO11052_LC
236730492, 260.699205, -26.149935, 10.475, GO11071_LC|GO11122_LC|GO11002_LC|GO11052_LC
236731498, 261.324151, -26.146172, 9.038, GO11012_LC|GO11071_LC|GO11122_LC|GO11024_LC|GO11052_LC
236747115, 261.151996, -26.086298, 10.937, GO11049_LC|GO11071_LC|GO11122_LC|GO11052_LC
236762715, 258.341456, -26.027271, 9.008, GO11122_LC|GO11024_LC|GO11052_LC|GO11019_LC
237674413, 258.024917, -31.146631, 9.686, GO11049_LC|GO11071_LC|GO11122_LC|GO11052_LC
237684575, 258.903833, -31.11564, 10.08, GO11122_LC|GO11024_LC|GO11052_LC
237708453, 258.135929, -31.04306, 9.255, GO11122_LC|GO11038_LC|GO11052_LC|GO11019_LC
237721584, 258.320527, -31.002999, 9.512, GO11107_LC|GO11122_LC|GO11101_LC|GO11038_LC|GO11052_LC|GO11019_LC|GO11127_LC
237776623, 260.854913, -30.839313, 10.028, GO11107_LC|GO11101_LC|GO11038_LC|GO11052_LC|GO11127_LC
237815793, 261.419967, -30.722284, 9.624, GO11122_LC|GO11038_LC|GO11052_LC
237817805, 259.370999, -30.716335, 9.522, GO11107_LC|GO11122_LC|GO11101_LC|GO11038_LC|GO11052_LC|GO11019_LC|GO11127_LC
237830158, 261.517463, -30.680076, 10.839, GO11122_LC|GO11052_LC
237831510, 261.835425, -30.67606, 11.128, GO11122_LC|GO11038_LC|GO11052_LC
237832285, 261.370268, -30.673859, 10.915, GO11122_LC|GO11024_LC|GO11052_LC
237832617, 261.443704, -30.672913, 10.994, GO11071_LC|GO11122_LC|GO11098_LC|GO11052_LC
237838760, 261.007858, -30.654733, 10.106, GO11122_LC|GO11038_LC|GO11052_LC|GO11127_LC
237850109, 261.177675, -30.621425, 10.687, GO11122_LC|GO11052_LC
237852045, 261.198662, -30.61576, 10.757, GO11122_LC|GO11052_LC
237854705, 261.783273, -30.608056, 11.28, GO11122_LC|GO11038_LC|GO11052_LC|GO11127_LC
237865410, 261.751294, -30.575658, 11.498, GO11071_LC|GO11122_LC|GO11024_LC|GO11052_LC
237865780, 261.019471, -30.574546, 10.323, GO11122_LC|GO11038_LC|GO11052_LC
237890148, 260.538009, -30.50135, 7.28, GO11122_LC|GO11052_LC|GO11019_LC|GO11127_LC
237894153, 258.083418, -30.489714, 9.001, GO11071_LC|GO11122_LC|GO11024_LC|GO11052_LC
237904848, 260.847679, -30.45824, 10.265, GO11122_LC|GO11024_LC|GO11052_LC
237911727, 259.56046, -30.43808, 9.475, GO11071_LC|GO11122_LC|GO11052_LC|GO11019_LC
237913302, 261.831017, -30.433598, 10.481, GO11122_LC|GO11101_LC|GO11052_LC|GO11127_LC
237924667, 261.910162, -30.400028, 10.658, GO11122_LC|GO11038_LC|GO11052_LC|GO11019_LC|GO11127_LC
237924803, 260.913756, -30.399629, 9.513, GO11071_LC|GO11122_LC|GO11024_LC|GO11052_LC
237940974, 259.226305, -30.351421, 7.263, GO11122_LC|GO11039_LC|GO11052_LC|GO11019_LC
237944799, 259.249446, -30.34003, 8.832, GO11122_LC|GO11024_LC|GO11052_LC|GO11019_LC
237950867, 261.186465, -30.321806, 11.168, GO11122_LC|GO11038_LC|GO11052_LC
237969415, 258.871705, -30.265739, 8.386, GO11122_LC|GO11038_LC|GO11052_LC|GO11019_LC
237976036, 261.841042, -30.245772, 11.124, GO11071_LC|GO11122_LC|GO11101_LC|GO11082_LC|GO11052_LC|GO11127_LC
237991856, 261.823073, -30.199054, 10.675, GO11071_LC|GO11122_LC|GO11024_LC|GO11052_LC|GO11127_LC
237997948, 261.364522, -30.181011, 10.783, GO11122_LC|GO11038_LC|GO11052_LC
238011987, 261.336434, -30.140118, 10.637, GO11071_LC|GO11122_LC|GO11052_LC
238014407, 261.687436, -30.13301, 10.412, GO11122_LC|GO11038_LC|GO11052_LC
238014719, 261.117548, -30.132069, 10.737, GO11122_LC|GO11052_LC|GO11127_LC
238019292, 261.007723, -30.118372, 11.142, GO11071_LC|GO11122_LC|GO11052_LC
238023447, 261.742191, -30.106019, 10.328, GO11122_LC|GO11038_LC|GO11052_LC
238028143, 261.730026, -30.091902, 9.581, GO11122_LC|GO11101_LC|GO11038_LC|GO11052_LC|GO11127_LC
238030919, 261.641112, -30.083594, 11.879, GO11122_LC|GO11038_LC|GO11052_LC
238169958, 262.213668, -17.389417, 10.474, GO11113_LC|GO11038_LC|GO11052_LC|GO11127_LC
238180096, 262.393477, -17.332399, 10.529, GO11122_LC|GO11038_LC|GO11052_LC
238194885, 262.16372, -17.24948, 10.1, GO11113_LC|GO11101_LC|GO11052_LC|GO11127_LC
238277236, 262.331424, -16.791418, 9.679, GO11071_LC|GO11122_LC|GO11002_LC|GO11098_LC|GO11024_LC|GO11036_LC|GO11039_LC|GO11052_LC
238283493, 262.820698, -16.755462, 9.667, GO11071_LC|GO11122_LC|GO11024_LC|GO11052_LC
238296134, 262.707981, -16.684307, 10.264, GO11122_LC|GO11024_LC|GO11052_LC
239521797, 262.05919, -25.768713, 9.866, GO11071_LC|GO11122_LC|GO11052_LC
240253681, 263.718757, -29.992042, 10.674, GO11071_LC|GO11122_LC|GO11101_LC|GO11052_LC|GO11127_LC
240255386, 265.962007, -29.986307, 9.685, GO11113_LC|GO11101_LC|GO11052_LC|GO11127_LC
240257799, 265.72577, -29.978399, 9.792, GO11122_LC|GO11101_LC|GO11052_LC
240258944, 265.320261, -29.974582, 11.413, GO11071_LC|GO11122_LC|GO11052_LC
240261123, 262.887724, -29.967313, 9.404, GO11049_LC|GO11071_LC|GO11122_LC|GO11002_LC|GO11036_LC|GO11052_LC
240263231, 262.328408, -29.960093, 11.079, GO11071_LC|GO11122_LC|GO11101_LC|GO11098_LC|GO11082_LC|GO11052_LC
240263339, 264.861767, -29.959751, 7.58, GO11122_LC|GO11052_LC|GO11019_LC|GO11127_LC
240265621, 262.805128, -29.952121, 10.812, GO11122_LC|GO11038_LC|GO11052_LC
240268693, 262.254219, -29.941883, 10.815, GO11122_LC|GO11052_LC
240270796, 265.77901, -29.934694, 9.509, GO11122_LC|GO11101_LC|GO11056_LC|GO11052_LC|GO11019_LC|GO11127_LC
240273375, 262.144435, -29.925847, 10.586, GO11122_LC|GO11038_LC|GO11052_LC|GO11019_LC
240276653, 263.581431, -29.914924, 10.467, GO11122_LC|GO11101_LC|GO11052_LC|GO11127_LC
240284832, 262.009818, -29.887144, 9.12, GO11071_LC|GO11122_LC|GO11024_LC|GO11052_LC|GO11019_LC
240290856, 264.280153, -29.867488, 10.59, GO11071_LC|GO11122_LC|GO11052_LC|GO11019_LC
240292657, 264.432381, -29.86172, 11.09, GO11071_LC|GO11122_LC|GO11052_LC|GO11019_LC
240292856, 264.839647, -29.861091, 10.702, GO11122_LC|GO11052_LC|GO11019_LC
240295764, 265.920792, -29.851656, 10.831, GO11122_LC|GO11024_LC|GO11052_LC
240296875, 265.067872, -29.848016, 10.791, GO11071_LC|GO11122_LC|GO11052_LC|GO11019_LC
240297060, 262.363197, -29.847401, 11.812, GO11038_LC|GO11052_LC|GO11019_LC
240300916, 262.522282, -29.834584, 10.494, GO11049_LC|GO11071_LC|GO11122_LC|GO11052_LC
240301792, 264.01537, -29.831561, 10.235, GO11122_LC|GO11038_LC|GO11052_LC
240302930, 263.604186, -29.827893, 10.634, GO11049_LC|GO11071_LC|GO11122_LC|GO11052_LC
240304414, 264.128719, -29.823041, 10.72, GO11071_LC|GO11122_LC|GO11048_LC|GO11052_LC|GO11019_LC
240311780, 262.098622, -29.79861, 10.617, GO11038_LC|GO11052_LC|GO11019_LC
240317900, 262.472112, -29.77758, 10.975, GO11024_LC|GO11052_LC
240323947, 264.390606, -29.757008, 11.506, GO11071_LC|GO11111_LC|GO11052_LC|GO11019_LC
240327337, 264.528953, -29.745284, 10.619, GO11038_LC|GO11052_LC|GO11019_LC
240328549, 265.17577, -29.741139, 10.559, GO11122_LC|GO11101_LC|GO11052_LC|GO11019_LC|GO11127_LC
240329528, 262.574457, -29.737697, 10.562, GO11071_LC|GO11122_LC|GO11052_LC
240339972, 263.881896, -29.702258, 8.936, GO11123_LC|GO11052_LC
240345734, 262.24183, -29.682881, 10.807, GO11122_LC|GO11052_LC
240350709, 263.54812, -29.66586, 10.535, GO11122_LC|GO11052_LC
240352411, 262.628873, -29.660036, 10.613, GO11122_LC|GO11024_LC|GO11052_LC
