EPIC ID, RA (J2000) [deg], Dec (J2000) [deg], magnitude, Investigation IDs
211476516, 136.525441, 12.798972, 16.741, GO16102_LC
211477215, 136.845948, 12.809784, 16.988, GO16079_LC|GO16102_LC
211477334, 136.825942, 12.81149, 17.152, GO16079_LC|GO16102_LC
211477756, 131.183796, 12.817375, 17.437, GO16102_LC
211478746, 135.385967, 12.832302, 17.47, GO16102_LC
211478873, 135.557702, 12.833939, 18.097, GO16102_LC
211479638, 136.570732, 12.845267, 17.473, GO16102_LC
211479791, 135.593684, 12.847081, 17.917, GO16079_LC|GO16102_LC
211479815, 129.812112, 12.84744, 17.263, GO16079_LC|GO16102_LC
211481202, 133.350973, 12.867859, 17.08, GO16102_LC
211482551, 134.502892, 12.886918, 17.349, GO16079_LC|GO16102_LC
211483155, 134.105732, 12.895047, 17.483, GO16079_LC|GO16102_LC
211483290, 136.453948, 12.897148, 16.88, GO16079_LC|GO16102_LC
211483526, 133.732487, 12.900705, 17.6, GO16102_LC
211483547, 135.447947, 12.900971, 16.448, GO16102_LC
211483930, 133.617139, 12.906188, 16.049, GO16079_LC|GO16102_LC
211483973, 135.379877, 12.906767, 18.763, GO16079_LC|GO16102_LC
211484169, 134.618401, 12.909567, 17.673, GO16079_LC|GO16102_LC
211484270, 133.712412, 12.911025, 16.214, GO16079_LC|GO16102_LC
211484351, 133.496946, 12.912253, 17.696, GO16102_LC
211484539, 137.325265, 12.91501, 16.231, GO16079_LC|GO16102_LC
211484583, 136.890447, 12.915607, 17.131, GO16102_LC
211484646, 137.634599, 12.916495, 17.67, GO16102_LC
211484875, 133.055767, 12.919844, 17.049, GO16102_LC
211484887, 134.095025, 12.919981, 17.476, GO16079_LC|GO16102_LC
211485145, 134.074146, 12.924079, 16.62, GO16079_LC|GO16102_LC
211485536, 131.709914, 12.930044, 16.955, GO16102_LC
211485836, 134.139503, 12.934314, 17.215, GO16079_LC|GO16102_LC
211485906, 131.533116, 12.935135, 19.013, GO16079_LC|GO16102_LC
211486593, 131.669948, 12.944952, 16.879, GO16079_LC|GO16102_LC
211487050, 137.523461, 12.951741, 17.408, GO16079_LC|GO16102_LC
211487091, 133.804284, 12.952343, 17.382, GO16079_LC|GO16102_LC
211487395, 130.691571, 12.957071, 15.674, GO16079_LC|GO16102_LC
211487611, 136.657725, 12.960011, 17.647, GO16079_LC|GO16102_LC
211487782, 136.317204, 12.962382, 17.227, GO16102_LC
211487791, 130.663433, 12.962521, 16.97, GO16079_LC|GO16102_LC
211487803, 137.562011, 12.962667, 16.937, GO16079_LC|GO16102_LC
211488228, 135.313334, 12.968836, 15.771, GO16079_LC|GO16102_LC
211488481, 137.471274, 12.972681, 17.308, GO16079_LC|GO16102_LC
211488650, 136.45877, 12.975098, 17.536, GO16079_LC|GO16102_LC
211488729, 136.456076, 12.976309, 16.826, GO16079_LC|GO16102_LC
211488850, 134.294603, 12.978022, 16.94, GO16079_LC|GO16102_LC
211489044, 135.517361, 12.981166, 16.82, GO16102_LC
211489202, 136.389247, 12.983746, 18.045, GO16079_LC|GO16102_LC
211489420, 137.185349, 12.986935, 17.46, GO16102_LC
211489494, 135.347812, 12.98797, 17.086, GO16102_LC
211489718, 130.46762, 12.991253, 17.293, GO16102_LC
211489732, 135.439474, 12.991428, 14.88, GO16079_LC|GO16095_LC|GO16102_LC
211489896, 136.785303, 12.99372, 17.655, GO16102_LC
211489920, 133.981874, 12.994017, 17.018, GO16079_LC|GO16102_LC
211490302, 130.991325, 12.999166, 19.483, GO16079_LC|GO16102_LC
211490645, 130.237807, 13.004094, 17.921, GO16079_LC|GO16102_LC
211490730, 137.28066, 13.005423, 16.07, GO16079_LC|GO16102_LC
211490817, 135.634287, 13.006641, 17.166, GO16102_LC
211491162, 135.607134, 13.012, 16.661, GO16079_LC|GO16102_LC
211491354, 131.164011, 13.01434, 17.789, GO16079_LC|GO16102_LC
211491368, 136.674086, 13.014491, 17.144, GO16079_LC|GO16102_LC
211491425, 135.611453, 13.015298, 17.702, GO16079_LC|GO16102_LC
211491494, 133.696635, 13.016228, 17.078, GO16102_LC
211491736, 132.727614, 13.01992, 19.343, GO16079_LC|GO16102_LC
211491774, 137.191275, 13.020511, 18.116, GO16079_LC|GO16102_LC
211492205, 137.598749, 13.02715, 17.54, GO16102_LC
211492211, 136.268732, 13.027171, 17.679, GO16102_LC
211492472, 132.610537, 13.03075, 17.136, GO16079_LC|GO16102_LC
211492610, 137.345283, 13.033114, 17.6, GO16102_LC
211492949, 136.182094, 13.038289, 17.367, GO16102_LC
211493226, 137.631502, 13.042088, 17.181, GO16079_LC|GO16102_LC
211493327, 136.952332, 13.043803, 17.472, GO16079_LC|GO16102_LC
211493666, 135.199747, 13.049079, 16.712, GO16095_LC|GO16102_LC
211494011, 137.032375, 13.054149, 16.255, GO16079_LC|GO16095_LC|GO16102_LC
211494111, 137.29328, 13.055783, 17.721, GO16079_LC|GO16095_LC|GO16102_LC
211494181, 137.3075, 13.056924, 16.658, GO16079_LC|GO16102_LC
211494504, 132.62332, 13.061525, 17.656, GO16079_LC|GO16102_LC
211494573, 137.303344, 13.062454, 17.356, GO16102_LC
211494634, 135.729381, 13.063376, 15.972, GO16079_LC|GO16095_LC|GO16102_LC
211494790, 134.415872, 13.065561, 16.844, GO16079_LC|GO16102_LC
211495175, 130.562906, 13.071037, 18.114, GO16102_LC
211495351, 135.657079, 13.073524, 17.395, GO16079_LC|GO16095_LC|GO16102_LC
211495508, 133.137769, 13.075891, 17.166, GO16079_LC|GO16102_LC
211495569, 137.522646, 13.076764, 17.036, GO16079_LC|GO16095_LC|GO16102_LC
211495757, 133.127552, 13.079571, 18.387, GO16102_LC
211496058, 132.930649, 13.083971, 16.396, GO16079_LC|GO16095_LC|GO16102_LC
211496060, 137.538426, 13.083989, 17.733, GO16079_LC|GO16102_LC
211496519, 133.163622, 13.09063, 17.608, GO16079_LC|GO16102_LC
211496825, 137.168355, 13.094924, 17.207, GO16079_LC|GO16102_LC
211497082, 130.477843, 13.098419, 17.636, GO16079_LC|GO16102_LC
211497314, 137.178834, 13.101752, 16.848, GO16079_LC|GO16102_LC
211497339, 135.774636, 13.102031, 17.53, GO16079_LC|GO16102_LC
211497402, 133.82985, 13.103035, 17.796, GO16079_LC|GO16102_LC
211497542, 137.520496, 13.105087, 17.798, GO16079_LC|GO16102_LC
211497828, 137.306198, 13.109458, 17.734, GO16079_LC|GO16102_LC
211498159, 137.307652, 13.113891, 17.741, GO16079_LC|GO16102_LC
211498183, 136.992741, 13.11413, 18.897, GO16102_LC
211498271, 130.315412, 13.115239, 17.754, GO16102_LC
211498323, 133.612478, 13.11586, 16.942, GO16095_LC|GO16102_LC
211498598, 137.19303, 13.119622, 18.256, GO16102_LC
211498800, 132.760839, 13.122773, 17.556, GO16102_LC
211498927, 136.502412, 13.124533, 18.112, GO16079_LC|GO16102_LC
211498978, 137.317565, 13.125359, 16.132, GO16079_LC|GO16102_LC
211499025, 129.601053, 13.126162, 17.604, GO16102_LC
211499794, 137.20961, 13.137451, 17.309, GO16079_LC|GO16102_LC
211499987, 131.752729, 13.139938, 17.68, GO16079_LC|GO16102_LC
211500267, 133.347045, 13.143883, 16.489, GO16079_LC|GO16102_LC
211500626, 130.745843, 13.148812, 17.921, GO16102_LC
211500650, 130.960057, 13.149237, 16.665, GO16095_LC|GO16102_LC
211500742, 135.52526, 13.150353, 17.354, GO16079_LC|GO16102_LC
211500744, 129.500988, 13.150374, 17.81, GO16102_LC
211500748, 129.855653, 13.150456, 16.86, GO16079_LC|GO16102_LC
211501202, 132.775664, 13.156489, 17.265, GO16079_LC|GO16095_LC|GO16102_LC
211501265, 137.434539, 13.157261, 17.344, GO16079_LC|GO16102_LC
211501340, 133.958191, 13.158385, 16.066, GO16079_LC|GO16095_LC|GO16102_LC
211501838, 130.635529, 13.165527, 16.956, GO16095_LC|GO16102_LC
211501988, 131.783735, 13.167511, 17.854, GO16079_LC|GO16102_LC
211502334, 135.935198, 13.171977, 15.618, GO16079_LC|GO16095_LC|GO16102_LC
211502460, 135.646375, 13.173622, 17.206, GO16079_LC|GO16102_LC
211502552, 130.759152, 13.174946, 17.765, GO16079_LC|GO16102_LC
211502873, 130.669061, 13.17946, 16.217, GO16079_LC|GO16102_LC
211503083, 131.376647, 13.182434, 17.399, GO16079_LC|GO16102_LC
211503093, 130.512225, 13.182677, 17.817, GO16079_LC|GO16102_LC
211503268, 134.543259, 13.18514, 17.668, GO16079_LC|GO16102_LC
211503472, 132.821805, 13.187996, 18.875, GO16079_LC|GO16102_LC
211504079, 130.482859, 13.196271, 17.328, GO16102_LC
211504279, 137.430443, 13.199301, 17.571, GO16079_LC|GO16102_LC
211504476, 130.862365, 13.202097, 16.838, GO16079_LC|GO16102_LC
211504558, 130.660533, 13.203299, 17.109, GO16079_LC|GO16102_LC
211504559, 137.578155, 13.203303, 17.197, GO16079_LC|GO16102_LC
211504659, 137.562048, 13.204836, 16.892, GO16102_LC
211504731, 136.543776, 13.206076, 18.24, GO16079_LC|GO16102_LC
211504907, 135.892505, 13.208299, 16.836, GO16095_LC|GO16102_LC
211504908, 130.502185, 13.208304, 17.563, GO16102_LC
211504972, 130.635164, 13.209282, 17.385, GO16102_LC
211505077, 130.783758, 13.210593, 17.53, GO16079_LC|GO16102_LC
211505101, 132.766648, 13.210838, 17.341, GO16102_LC
211505175, 133.310395, 13.212234, 17.781, GO16102_LC
211505207, 135.321019, 13.212655, 17.23, GO16079_LC|GO16102_LC
211505300, 132.730157, 13.214015, 16.778, GO16079_LC|GO16102_LC
211505602, 137.5437, 13.218287, 18.106, GO16079_LC|GO16095_LC|GO16102_LC
211505742, 136.621624, 13.220372, 16.238, GO16079_LC|GO16102_LC
211505900, 134.665839, 13.222436, 17.177, GO16102_LC
211506001, 133.392985, 13.22421, 17.686, GO16079_LC|GO16102_LC
211506255, 136.830838, 13.227734, 17.734, GO16102_LC
211506444, 137.363595, 13.230286, 17.137, GO16079_LC|GO16102_LC
211506539, 137.475342, 13.231759, 16.341, GO16079_LC|GO16102_LC
211506662, 137.179932, 13.233508, 16.711, GO16079_LC|GO16095_LC|GO16102_LC
211506688, 133.317671, 13.23392, 17.888, GO16102_LC
211506877, 136.239994, 13.236505, 17.077, GO16079_LC|GO16102_LC
211506938, 132.808659, 13.237281, 17.2, GO16102_LC
211507188, 137.341522, 13.240819, 15.821, GO16079_LC|GO16102_LC
211507286, 134.727019, 13.242027, 17.751, GO16102_LC
211507731, 131.734275, 13.248505, 17.451, GO16079_LC|GO16102_LC
211508055, 132.421859, 13.253326, 17.104, GO16102_LC
211508471, 130.828824, 13.259148, 17.192, GO16079_LC|GO16102_LC
211508625, 130.738857, 13.261342, 17.055, GO16079_LC|GO16102_LC
211508841, 137.20683, 13.26422, 17.429, GO16079_LC|GO16102_LC
211509146, 134.071009, 13.268574, 17.018, GO16095_LC|GO16102_LC
211509624, 134.086594, 13.274789, 17.342, GO16079_LC|GO16095_LC|GO16102_LC
211509940, 131.261163, 13.279197, 17.762, GO16102_LC
211509984, 135.444143, 13.279754, 17.703, GO16102_LC
211510352, 131.582081, 13.284726, 17.681, GO16102_LC
211510382, 130.743115, 13.285159, 16.831, GO16079_LC|GO16102_LC
211510418, 134.486213, 13.285762, 17.05, GO16079_LC|GO16102_LC
211510595, 137.095252, 13.288311, 16.924, GO16079_LC|GO16102_LC
211510820, 136.432345, 13.291373, 17.368, GO16079_LC|GO16102_LC
211510956, 137.665267, 13.293677, 17.373, GO16079_LC|GO16102_LC
211511390, 130.056439, 13.300066, 16.856, GO16079_LC|GO16095_LC|GO16102_LC
211511549, 137.6419, 13.302131, 16.59, GO16079_LC|GO16102_LC
211511605, 137.465989, 13.302914, 17.372, GO16079_LC|GO16102_LC
211511678, 133.737839, 13.303847, 17.623, GO16102_LC
211511692, 137.163194, 13.303976, 17.375, GO16079_LC|GO16102_LC
211511870, 129.951907, 13.306365, 15.916, GO16079_LC|GO16095_LC|GO16102_LC
211511878, 135.839993, 13.30649, 17.393, GO16079_LC|GO16102_LC
211512045, 130.662423, 13.30879, 17.6, GO16102_LC
211512155, 137.325389, 13.310279, 17.595, GO16102_LC
211512247, 133.278724, 13.311587, 17.476, GO16079_LC|GO16102_LC
211512391, 136.297148, 13.313581, 17.156, GO16079_LC|GO16102_LC
211512635, 131.756743, 13.316762, 17.158, GO16102_LC
211512932, 137.607649, 13.321075, 17.108, GO16079_LC|GO16095_LC|GO16102_LC
211512990, 135.861338, 13.321839, 18.582, GO16102_LC
211513100, 135.291177, 13.323697, 17.679, GO16079_LC|GO16102_LC
211513205, 133.314331, 13.325202, 17.666, GO16079_LC|GO16102_LC
211513338, 130.954588, 13.327062, 17.688, GO16095_LC|GO16102_LC
211513474, 130.48232, 13.328838, 17.275, GO16079_LC|GO16102_LC
211513829, 131.039065, 13.334032, 17.366, GO16079_LC|GO16095_LC|GO16102_LC
211513937, 133.322574, 13.335542, 17.334, GO16079_LC|GO16102_LC
211514018, 129.947705, 13.336526, 18.581, GO16102_LC
211514268, 133.636742, 13.339919, 17.281, GO16079_LC|GO16102_LC
211514384, 135.64603, 13.341505, 17.728, GO16079_LC|GO16102_LC
211514622, 136.564146, 13.344776, 16.992, GO16079_LC|GO16102_LC
211514967, 137.09415, 13.349728, 17.733, GO16102_LC
211515539, 136.476861, 13.357842, 15.985, GO16079_LC|GO16095_LC|GO16102_LC
211515858, 133.558687, 13.362583, 18.302, GO16079_LC|GO16102_LC
211515859, 130.779244, 13.362585, 17.49, GO16079_LC|GO16102_LC
211515913, 132.771653, 13.363421, 16.627, GO16079_LC|GO16102_LC
211515945, 130.610053, 13.363924, 17.222, GO16079_LC|GO16102_LC
211516139, 136.407454, 13.366595, 16.637, GO16079_LC|GO16102_LC
211516201, 134.631463, 13.367494, 17.227, GO16079_LC|GO16102_LC
211516347, 132.905118, 13.369416, 17.836, GO16102_LC
211516390, 137.155148, 13.370066, 17.227, GO16079_LC|GO16102_LC
211516705, 134.686742, 13.374349, 15.148, GO16079_LC|GO16102_LC
211516735, 132.873804, 13.374721, 17.588, GO16079_LC|GO16102_LC
211516856, 137.277349, 13.376306, 17.822, GO16079_LC|GO16102_LC
211516898, 135.542203, 13.376824, 16.708, GO16079_LC|GO16102_LC
211516972, 130.803798, 13.37791, 16.337, GO16079_LC|GO16102_LC
211517098, 137.247517, 13.379732, 16.233, GO16079_LC|GO16102_LC
211517478, 137.315667, 13.385437, 16.671, GO16079_LC|GO16102_LC
211517712, 133.810232, 13.388525, 17.449, GO16079_LC|GO16102_LC
211517714, 131.671102, 13.38859, 17.586, GO16079_LC|GO16102_LC
211517848, 134.549978, 13.390636, 17.845, GO16079_LC|GO16095_LC|GO16102_LC
211517920, 130.942518, 13.391855, 18.058, GO16079_LC|GO16102_LC
211518038, 136.565846, 13.393495, 16.481, GO16079_LC|GO16102_LC
211518139, 136.806907, 13.39499, 17.1, GO16079_LC|GO16102_LC
211518153, 137.12904, 13.395144, 17.656, GO16102_LC
211518756, 132.546685, 13.40356, 16.717, GO16079_LC|GO16102_LC
211518945, 133.303217, 13.406053, 17.279, GO16079_LC|GO16102_LC
211519271, 131.486552, 13.410548, 17.76, GO16079_LC|GO16102_LC
211519411, 130.048522, 13.412326, 17.689, GO16102_LC
211519473, 135.482036, 13.413062, 17.731, GO16079_LC|GO16102_LC
211519762, 137.227705, 13.41737, 17.014, GO16079_LC|GO16102_LC
211519937, 130.339654, 13.420107, 17.509, GO16079_LC|GO16102_LC
211519985, 136.741545, 13.420571, 17.433, GO16102_LC
211519999, 133.686541, 13.420747, 18.443, GO16079_LC|GO16102_LC
211520122, 135.441113, 13.422381, 17.053, GO16079_LC|GO16102_LC
211520159, 132.365177, 13.422785, 17.451, GO16079_LC|GO16102_LC
211520471, 130.485554, 13.427463, 17.575, GO16079_LC|GO16102_LC
211520503, 130.305656, 13.427969, 17.423, GO16079_LC|GO16102_LC
211520803, 131.124363, 13.432327, 17.307, GO16079_LC|GO16102_LC
211520946, 129.529598, 13.434303, 17.162, GO16102_LC
211521171, 135.265472, 13.437697, 17.48, GO16079_LC|GO16102_LC
211521369, 136.751881, 13.440437, 17.467, GO16079_LC|GO16102_LC
211521554, 131.506952, 13.443122, 17.696, GO16079_LC|GO16102_LC
211521560, 131.799028, 13.443185, 17.564, GO16079_LC|GO16102_LC
211521586, 132.713082, 13.443584, 17.276, GO16102_LC
211521630, 131.79513, 13.444186, 16.551, GO16079_LC|GO16102_LC
211521764, 136.608905, 13.446197, 16.961, GO16102_LC
211522000, 133.719326, 13.449684, 17.173, GO16102_LC
211522021, 136.98065, 13.449908, 17.005, GO16079_LC|GO16102_LC
211522065, 132.841446, 13.450564, 16.392, GO16079_LC|GO16102_LC
211522122, 132.67137, 13.45146, 18.261, GO16102_LC
211522160, 131.712517, 13.452067, 17.739, GO16079_LC|GO16102_LC
211522178, 130.061694, 13.452395, 17.219, GO16079_LC|GO16102_LC
211522288, 130.794035, 13.453981, 17.692, GO16079_LC|GO16102_LC
211522476, 137.110837, 13.456463, 17.853, GO16102_LC
211522609, 135.832368, 13.458141, 16.112, GO16079_LC|GO16095_LC|GO16102_LC
211522688, 130.365472, 13.459198, 17.476, GO16079_LC|GO16102_LC
211522833, 131.75316, 13.461277, 17.848, GO16079_LC|GO16102_LC
211523266, 132.706655, 13.467467, 18.086, GO16079_LC|GO16102_LC
211523382, 135.646829, 13.469246, 16.142, GO16095_LC|GO16102_LC
211523639, 131.373017, 13.472542, 18.656, GO16079_LC|GO16102_LC
211523689, 134.374967, 13.473181, 17.492, GO16102_LC
211523962, 131.830923, 13.477139, 16.477, GO16079_LC|GO16102_LC
211524122, 133.76074, 13.47948, 18.458, GO16102_LC
211524207, 130.296929, 13.480688, 16.808, GO16079_LC|GO16102_LC
211524413, 130.296075, 13.48343, 18.185, GO16079_LC|GO16102_LC
211524424, 133.087549, 13.483556, 17.455, GO16102_LC
211524623, 133.912191, 13.486808, 17.298, GO16079_LC|GO16102_LC
211524932, 130.864178, 13.490943, 17.573, GO16079_LC|GO16102_LC
211524969, 130.273871, 13.491531, 16.994, GO16079_LC|GO16095_LC|GO16102_LC
211525052, 131.074459, 13.492736, 17.821, GO16079_LC|GO16102_LC
211525090, 136.98536, 13.493236, 18.024, GO16079_LC|GO16095_LC|GO16102_LC
211525342, 130.26734, 13.496724, 17.811, GO16079_LC|GO16102_LC
211525542, 132.784604, 13.499729, 16.21, GO16079_LC|GO16102_LC
211525637, 135.504885, 13.50093, 17.512, GO16102_LC
211525702, 136.547364, 13.50199, 17.64, GO16079_LC|GO16102_LC
211525843, 135.57079, 13.504212, 17.14, GO16102_LC
211525944, 136.893261, 13.50577, 17.474, GO16102_LC
211526054, 135.530196, 13.50724, 17.041, GO16079_LC|GO16102_LC
211526274, 131.492543, 13.510488, 18.911, GO16079_LC|GO16102_LC
211526469, 131.779963, 13.512945, 17.952, GO16079_LC|GO16102_LC
211526496, 131.402832, 13.513472, 17.24, GO16079_LC|GO16102_LC
211526572, 130.861687, 13.514661, 16.683, GO16079_LC|GO16102_LC
211526585, 131.489431, 13.51491, 17.817, GO16102_LC
211526587, 131.026439, 13.514912, 16.287, GO16079_LC|GO16095_LC|GO16102_LC
211526588, 131.530088, 13.514916, 16.894, GO16079_LC|GO16102_LC
211526758, 133.287988, 13.517177, 17.564, GO16079_LC|GO16102_LC
211526793, 135.784114, 13.51773, 15.598, GO16079_LC|GO16095_LC|GO16102_LC
211526874, 134.65992, 13.518618, 17.909, GO16079_LC|GO16102_LC
211526889, 132.474794, 13.518768, 16.734, GO16079_LC|GO16102_LC
211526907, 130.459398, 13.51907, 17.149, GO16079_LC|GO16102_LC
211527051, 130.448662, 13.521391, 17.994, GO16102_LC
211527117, 132.566582, 13.522272, 17.671, GO16079_LC|GO16102_LC
211527416, 130.967635, 13.526647, 17.388, GO16102_LC
211527580, 136.487031, 13.528923, 17.684, GO16079_LC|GO16102_LC
211527581, 130.074037, 13.528928, 17.286, GO16079_LC|GO16095_LC|GO16102_LC
211527737, 136.921011, 13.531108, 17.486, GO16102_LC
211527766, 130.603633, 13.531475, 17.36, GO16102_LC
211527896, 131.678474, 13.533252, 16.695, GO16079_LC|GO16095_LC|GO16102_LC
211528018, 136.314577, 13.535152, 17.682, GO16102_LC
211528087, 134.764553, 13.536261, 17.38, GO16079_LC|GO16102_LC
211528422, 133.672949, 13.540858, 17.702, GO16079_LC|GO16102_LC
211528479, 136.758003, 13.541694, 17.329, GO16079_LC|GO16102_LC
211528511, 132.476645, 13.542079, 17.678, GO16102_LC
211528633, 134.256494, 13.543645, 16.867, GO16079_LC|GO16102_LC
211528705, 135.563227, 13.544552, 17.325, GO16079_LC|GO16102_LC
211528854, 137.460767, 13.546796, 16.481, GO16102_LC
211528889, 137.600698, 13.547289, 17.478, GO16102_LC
211528906, 129.828358, 13.547605, 18.014, GO16079_LC|GO16102_LC
211529117, 130.993343, 13.550608, 18.388, GO16102_LC
211529715, 129.501622, 13.558872, 17.614, GO16079_LC|GO16102_LC
211529925, 132.549364, 13.561706, 16.482, GO16079_LC|GO16102_LC
211529926, 134.46984, 13.561706, 16.936, GO16079_LC|GO16102_LC
211529937, 134.273645, 13.561831, 16.654, GO16079_LC|GO16095_LC|GO16102_LC
211530034, 137.604877, 13.563289, 17.053, GO16079_LC|GO16102_LC
211530041, 132.466791, 13.563363, 17.509, GO16102_LC
211530110, 131.09308, 13.564463, 17.403, GO16095_LC|GO16102_LC
211530136, 130.096747, 13.564845, 18.53, GO16079_LC|GO16102_LC
211530218, 130.179812, 13.5659, 17.337, GO16102_LC
211530258, 130.095023, 13.566425, 17.125, GO16079_LC|GO16102_LC
211530294, 130.256438, 13.566961, 16.219, GO16079_LC|GO16095_LC|GO16102_LC
211530461, 134.265, 13.569105, 17.658, GO16079_LC|GO16102_LC
211530492, 133.473901, 13.56956, 17.271, GO16079_LC|GO16095_LC|GO16102_LC
211531161, 132.68598, 13.579371, 17.838, GO16079_LC|GO16102_LC
211531313, 135.634336, 13.581452, 17.595, GO16102_LC
211531331, 132.578811, 13.581661, 16.46, GO16079_LC|GO16095_LC|GO16102_LC
211531424, 130.068441, 13.582924, 16.337, GO16079_LC|GO16102_LC
211531504, 135.880007, 13.584057, 17.169, GO16079_LC|GO16102_LC
211531569, 131.245088, 13.585014, 17.326, GO16095_LC|GO16102_LC
211531968, 137.16159, 13.590465, 18.019, GO16079_LC|GO16102_LC
211532361, 130.125121, 13.596076, 18.335, GO16102_LC
211532432, 132.858046, 13.597058, 16.967, GO16079_LC|GO16102_LC
211532547, 130.010519, 13.598788, 17.115, GO16079_LC|GO16102_LC
211532548, 135.879277, 13.598804, 16.957, GO16079_LC|GO16095_LC|GO16102_LC
211532573, 136.297077, 13.599167, 17.611, GO16102_LC
211533349, 131.134829, 13.609115, 17.354, GO16079_LC|GO16102_LC
211533367, 135.265954, 13.609309, 15.664, GO16079_LC|GO16095_LC|GO16102_LC
211533376, 132.996142, 13.609447, 16.627, GO16079_LC|GO16095_LC|GO16102_LC
211533550, 135.268547, 13.611738, 18.0, GO16079_LC|GO16095_LC|GO16102_LC
211534351, 137.312936, 13.622686, 19.004, GO16102_LC
211534552, 133.781484, 13.625259, 17.271, GO16079_LC|GO16102_LC
211534884, 133.468363, 13.63016, 17.152, GO16102_LC
211534979, 136.850759, 13.631409, 16.436, GO16079_LC|GO16102_LC
211535050, 135.797259, 13.632359, 14.285, GO16079_LC|GO16095_LC|GO16102_LC
211535130, 130.394984, 13.633658, 17.423, GO16095_LC|GO16102_LC
211535221, 137.664793, 13.634905, 17.415, GO16079_LC|GO16102_LC
211535347, 136.090571, 13.636513, 16.991, GO16079_LC|GO16095_LC|GO16102_LC
211535397, 135.73841, 13.637383, 17.414, GO16079_LC|GO16102_LC
211535443, 132.812572, 13.638038, 17.132, GO16079_LC|GO16102_LC
211535685, 133.994664, 13.641351, 18.121, GO16102_LC
211535707, 130.734837, 13.641674, 14.221, GO16079_LC|GO16095_LC|GO16102_LC
211535940, 136.823442, 13.644944, 17.305, GO16102_LC
211536084, 137.010277, 13.647096, 16.174, GO16079_LC|GO16095_LC|GO16102_LC
211536126, 134.467215, 13.647809, 17.153, GO16102_LC
211536189, 131.350476, 13.648687, 17.743, GO16102_LC
211536369, 134.620078, 13.65125, 17.351, GO16095_LC|GO16102_LC
211536684, 132.61036, 13.655673, 16.785, GO16079_LC|GO16102_LC
211536939, 130.006102, 13.659288, 17.607, GO16102_LC
211537252, 136.001599, 13.663611, 16.534, GO16079_LC|GO16095_LC|GO16102_LC
211537345, 137.637595, 13.664725, 17.096, GO16079_LC|GO16102_LC
211537367, 132.541416, 13.664931, 17.62, GO16102_LC
211537393, 129.426986, 13.66526, 18.212, GO16102_LC
