# Summary of K2 Program GO13052

Title: The heat is on: exoplanets that orbit hot stars

PI: Quarles, Billy L (SETI Institute)
CoIs: Rowe, Jason Frank; Antoci, Victoria

Science Goals Objectives: The Kepler Mission has discovered a few thousand planet candidates, which has allowed for a statistical determination of planet size and orbital characterization.   In particular, multi-planet systems, where more than one planet is seen transiting a star have provided a wealth of information covering statistical confirmations, eccentricity distributions, mutual inclinations and dynamical stability.  We have learned that not only are planets plentiful, but are found in relatively flat and circular orbits.  However, this knowledge of the architecture exoplanetary systems is only currently valid for cooler G, K and M-dwarf stars, which were the prime targets from the original Kepler Mission.  From the Kepler Q1-Q17 catalogue there are only 254 planet-candidate systems where the host star has an effective temperature greater than 6500 K.  In stars with temperatures hotter than ~6500 K the stellar envelope structure and evolution on the main sequence is dominated by radiative transfer, opposed to cooler stars where convection plays an important role.   Misalignments between the planets orbital plane and stellar spin axis have been predominately found for stars with radiative atmospheres, whereas stars with convective envelopes typically show close alignment.  This observation is likely linked to the coupling of convective atmospheres and tidal forces.  As such, we wish to continue making observations with K2 to determine the occurrence rate and orbital properties of multi-planet systems around hot stars.

Methodology: The Kepler Mission was a planet finding machine!  Our team has extensive knowledge and experience with Kepler photometric data for both transit finding and analysis as well as performing asteroseismic analysis of stars with temperatures greater than 6500 K.  We have 236 targets selected for observation in C8 and will investigate a much larger list of target stars over C11, C12, and C13.  One of the problems of searching for planets around hotter stars is that many are known to pulsate (e.g. dSct and gDor type).  Fortunately, the pulsations can be identified and accounted for from photometric light curves to allow searches for planets to reach low-noise levels.  Our plan is to use detrended photometric data and apply asteroseismic tools to remove stellar phenomena that may affect the data and to then search for transiting planets.  We will then study the properties of the planet-candidates using transit-depths, transit-durations and impact parameter to estimate the distributions of orbital properties.  We will also estimate our planet search completeness and compare our measured properties to the properties of planetary systems found around cooler stars.
246901714, 78.761304, 16.769768, 9.162, GO13071_LC|GO13122_LC|GO13024_LC|GO13052_LC
246903505, 69.142878, 16.786806, 9.132, GO13071_LC|GO13122_LC|GO13002_LC|GO13024_LC|GO13052_LC
246905725, 68.35402, 16.807984, 11.149, GO13071_LC|GO13122_LC|GO13024_LC|GO13052_LC
246907677, 76.755968, 16.82742, 8.778, GO13014_LC|GO13012_LC|GO13071_LC|GO13122_LC|GO13002_LC|GO13024_LC|GO13039_LC|GO13052_LC|GO13903_LC|GO13012_SC
246908228, 75.477569, 16.832974, 9.39, GO13122_LC|GO13024_LC|GO13052_LC
246911943, 72.012188, 16.868678, 10.858, GO13071_LC|GO13122_LC|GO13098_LC|GO13024_LC|GO13052_LC
246919564, 67.946139, 16.943296, 10.061, GO13071_LC|GO13122_LC|GO13024_LC|GO13052_LC
246921604, 68.889062, 16.963333, 10.127, GO13071_LC|GO13122_LC|GO13023_LC|GO13024_LC|GO13052_LC
246923249, 76.992188, 16.979769, 9.053, GO13122_LC|GO13052_LC|GO13903_LC
246924245, 68.018656, 16.989156, 11.207, GO13071_LC|GO13122_LC|GO13052_LC
246928030, 73.51271, 17.026824, 7.151, GO13012_LC|GO13071_LC|GO13122_LC|GO13023_LC|GO13024_LC|GO13039_LC|GO13052_LC|GO13019_LC|GO13012_SC
246930872, 68.580964, 17.053796, 11.386, GO13122_LC|GO13024_LC|GO13052_LC
246937768, 76.75368, 17.120081, 10.844, GO13049_LC|GO13082_LC|GO13052_LC|GO13118_LC|GO13127_LC
246944014, 69.760627, 17.179042, 9.645, GO13071_LC|GO13122_LC|GO13024_LC|GO13052_LC
246944544, 73.185487, 17.18404, 10.016, GO13071_LC|GO13122_LC|GO13024_LC|GO13052_LC
246951170, 72.229433, 17.247721, 11.037, GO13071_LC|GO13122_LC|GO13052_LC
246952727, 78.048788, 17.262694, 9.032, GO13122_LC|GO13002_LC|GO13036_LC|GO13052_LC|GO13019_LC
246952744, 78.04894, 17.262871, 10.06, GO13036_LC|GO13052_LC|GO13019_LC
246955337, 68.698404, 17.288012, 11.047, GO13071_LC|GO13122_LC|GO13052_LC
246958306, 71.031811, 17.317873, 10.539, GO13071_LC|GO13122_LC|GO13052_LC
246959399, 68.623857, 17.328493, 11.151, GO13049_LC|GO13071_LC|GO13122_LC|GO13052_LC
246960743, 74.082737, 17.34159, 11.084, GO13071_LC|GO13122_LC|GO13052_LC
246964988, 74.776916, 17.383334, 10.774, GO13122_LC|GO13052_LC
246965903, 74.404937, 17.392178, 9.063, GO13071_LC|GO13122_LC|GO13024_LC|GO13052_LC
246966480, 71.387397, 17.397911, 10.858, GO13071_LC|GO13122_LC|GO13024_LC|GO13052_LC
246967551, 69.663726, 17.408092, 7.884, GO13122_LC|GO13024_LC|GO13052_LC|GO13019_LC|GO13903_LC
246967975, 68.606054, 17.412451, 10.974, GO13071_LC|GO13122_LC|GO13052_LC
246968035, 70.385958, 17.412931, 8.828, GO13071_LC|GO13122_LC|GO13101_LC|GO13024_LC|GO13052_LC
246968117, 73.517153, 17.413638, 10.379, GO13122_LC|GO13052_LC|GO13127_LC
246968412, 70.976749, 17.41645, 10.73, GO13071_LC|GO13122_LC|GO13052_LC
246970807, 77.666445, 17.440238, 8.004, GO13122_LC|GO13052_LC|GO13019_LC|GO13127_LC
246973541, 68.700844, 17.466596, 9.193, GO13071_LC|GO13122_LC|GO13052_LC|GO13903_LC
246975654, 74.284931, 17.487508, 9.613, GO13071_LC|GO13122_LC|GO13052_LC
246979065, 75.246574, 17.520632, 10.478, GO13071_LC|GO13122_LC|GO13052_LC
246980748, 74.611786, 17.536662, 10.766, GO13071_LC|GO13122_LC|GO13024_LC|GO13052_LC
246982782, 74.139886, 17.557027, 10.639, GO13049_LC|GO13071_LC|GO13122_LC|GO13052_LC
246983529, 74.886465, 17.564072, 11.156, GO13071_LC|GO13122_LC|GO13024_LC|GO13052_LC
246984121, 74.87436, 17.569795, 11.388, GO13071_LC|GO13122_LC|GO13024_LC|GO13052_LC
246988243, 73.585982, 17.609143, 9.884, GO13071_LC|GO13122_LC|GO13002_LC|GO13024_LC|GO13077_LC|GO13052_LC|GO13903_LC
246988287, 70.018356, 17.609669, 9.617, GO13071_LC|GO13122_LC|GO13052_LC
246988320, 73.90375, 17.609945, 10.528, GO13122_LC|GO13038_LC|GO13052_LC|GO13127_LC
246991022, 69.647962, 17.636469, 10.845, GO13002_LC|GO13052_LC
246995295, 73.070398, 17.678162, 9.965, GO13071_LC|GO13122_LC|GO13002_LC|GO13024_LC|GO13052_LC
246996656, 72.961752, 17.690885, 9.648, GO13071_LC|GO13122_LC|GO13052_LC
247008591, 74.627546, 17.804011, 10.555, GO13071_LC|GO13122_LC|GO13052_LC
247010004, 74.463629, 17.817566, 9.984, GO13071_LC|GO13122_LC|GO13052_LC|GO13903_LC
247014639, 68.167699, 17.861523, 9.048, GO13071_LC|GO13122_LC|GO13052_LC
247016393, 70.674968, 17.877578, 9.808, GO13071_LC|GO13122_LC|GO13052_LC
247016423, 70.628265, 17.87784, 10.362, GO13071_LC|GO13122_LC|GO13052_LC
247019090, 72.920918, 17.902365, 10.343, GO13071_LC|GO13122_LC|GO13052_LC
247021371, 75.072693, 17.923865, 11.248, GO13071_LC|GO13122_LC|GO13052_LC
247026368, 73.896792, 17.96994, 10.684, GO13071_LC|GO13122_LC|GO13052_LC
247028233, 74.687113, 17.987086, 8.939, GO13071_LC|GO13122_LC|GO13024_LC|GO13039_LC|GO13052_LC|GO13019_LC|GO13903_LC
247031423, 68.387705, 18.016719, 7.047, GO13117_LC|GO13016_LC|GO13002_LC|GO13086_LC|GO13052_LC|GO13019_LC|GO13127_LC
247031747, 70.842039, 18.019525, 10.237, GO13049_LC|GO13071_LC|GO13122_LC|GO13052_LC
247033722, 68.172374, 18.038568, 12.082, GO13071_LC|GO13122_LC|GO13052_LC
247037863, 71.824894, 18.078121, 10.253, GO13071_LC|GO13122_LC|GO13052_LC
247038119, 70.852488, 18.080458, 11.247, GO13122_LC|GO13052_LC
247042514, 72.566279, 18.122797, 9.93, GO13071_LC|GO13122_LC|GO13006_LC|GO13052_LC|GO13903_LC
247049238, 73.460795, 18.187251, 11.704, GO13071_LC|GO13122_LC|GO13052_LC
247049877, 74.985544, 18.193573, 10.492, GO13122_LC|GO13024_LC|GO13052_LC
247052066, 68.164959, 18.214852, 11.973, GO13049_LC|GO13071_LC|GO13122_LC|GO13052_LC
247053948, 73.567765, 18.232128, 10.775, GO13071_LC|GO13122_LC|GO13052_LC
247055417, 74.519984, 18.246051, 10.79, GO13071_LC|GO13122_LC|GO13024_LC|GO13052_LC
247057398, 68.30023, 18.26497, 12.038, GO13049_LC|GO13071_LC|GO13122_LC|GO13052_LC
247057813, 68.30893, 18.26926, 10.96, GO13071_LC|GO13098_LC|GO13082_LC|GO13052_LC
247068196, 73.96111, 18.366338, 10.97, GO13049_LC|GO13071_LC|GO13122_LC|GO13052_LC
247070319, 69.419144, 18.387035, 9.47, GO13071_LC|GO13122_LC|GO13024_LC|GO13052_LC
247071754, 73.125426, 18.400354, 11.01, GO13071_LC|GO13122_LC|GO13052_LC|GO13903_LC
247091326, 69.927438, 18.585517, 10.121, GO13122_LC|GO13052_LC
247096012, 69.78977, 18.631823, 10.903, GO13071_LC|GO13122_LC|GO13052_LC
247096671, 78.955403, 18.63819, 9.23, GO13071_LC|GO13122_LC|GO13024_LC|GO13039_LC|GO13052_LC|GO13903_LC
247096866, 74.674048, 18.63988, 9.338, GO13071_LC|GO13122_LC|GO13024_LC|GO13052_LC|GO13019_LC|GO13903_LC
247099567, 69.115209, 18.665715, 8.627, GO13122_LC|GO13038_LC|GO13052_LC|GO13903_LC
247103541, 69.128425, 18.704259, 9.78, GO13117_LC|GO13009_LC|GO13082_LC|GO13052_LC|GO13118_LC|GO13903_LC
247106666, 69.629404, 18.733741, 8.771, GO13122_LC|GO13002_LC|GO13101_LC|GO13095_LC|GO13052_LC
247108931, 69.156922, 18.754943, 9.982, GO13071_LC|GO13122_LC|GO13002_LC|GO13024_LC|GO13052_LC
247110652, 74.47602, 18.771613, 10.209, GO13123_LC|GO13071_LC|GO13122_LC|GO13052_LC
247122654, 73.050359, 18.885592, 9.792, GO13122_LC|GO13024_LC|GO13052_LC
247124424, 78.686725, 18.902423, 9.65, GO13071_LC|GO13122_LC|GO13024_LC|GO13052_LC
247127436, 74.425564, 18.931563, 10.922, GO13122_LC|GO13052_LC
247130498, 73.572542, 18.961123, 10.74, GO13122_LC|GO13052_LC
247131670, 72.81726, 18.972017, 11.171, GO13071_LC|GO13122_LC|GO13052_LC
247131891, 71.128965, 18.974108, 10.221, GO13122_LC|GO13024_LC|GO13052_LC|GO13127_LC
247132631, 70.777211, 18.981002, 11.1, GO13122_LC|GO13024_LC|GO13052_LC
247133947, 74.589463, 18.993359, 9.358, GO13071_LC|GO13122_LC|GO13002_LC|GO13052_LC|GO13019_LC
247135185, 69.605939, 19.005121, 9.637, GO13049_LC|GO13071_LC|GO13002_LC|GO13098_LC|GO13052_LC
247136638, 71.297022, 19.019626, 10.103, GO13002_LC|GO13077_LC|GO13036_LC|GO13052_LC
247136661, 71.297162, 19.019829, 10.103, GO13071_LC|GO13122_LC|GO13101_LC|GO13077_LC|GO13036_LC|GO13052_LC
247137069, 71.383964, 19.023748, 9.964, GO13122_LC|GO13024_LC|GO13077_LC|GO13052_LC
247140858, 71.234504, 19.05957, 10.913, GO13122_LC|GO13077_LC|GO13052_LC
247142785, 69.631948, 19.078052, 9.549, GO13122_LC|GO13024_LC|GO13052_LC
247143746, 70.165143, 19.087274, 9.6, GO13071_LC|GO13122_LC|GO13002_LC|GO13024_LC|GO13052_LC
247144482, 71.359167, 19.094484, 11.405, GO13071_LC|GO13122_LC|GO13077_LC|GO13052_LC
247144563, 71.527839, 19.095106, 11.079, GO13122_LC|GO13101_LC|GO13077_LC|GO13052_LC
247145590, 71.427646, 19.105253, 10.012, GO13122_LC|GO13024_LC|GO13077_LC|GO13052_LC
247146962, 71.426117, 19.118691, 10.378, GO13122_LC|GO13077_LC|GO13052_LC|GO13127_LC
247147343, 71.501861, 19.121894, 9.645, GO13122_LC|GO13101_LC|GO13077_LC|GO13052_LC|GO13127_LC
247147476, 71.313996, 19.123262, 9.985, GO13122_LC|GO13101_LC|GO13024_LC|GO13077_LC|GO13052_LC|GO13127_LC
247148453, 71.309034, 19.13241, 11.419, GO13071_LC|GO13122_LC|GO13077_LC|GO13052_LC|GO13127_LC
247148818, 71.28398, 19.136015, 10.065, GO13122_LC|GO13101_LC|GO13024_LC|GO13077_LC|GO13052_LC
247151912, 71.48522, 19.166044, 11.605, GO13071_LC|GO13122_LC|GO13077_LC|GO13052_LC
247153152, 71.492121, 19.177505, 9.289, GO13122_LC|GO13101_LC|GO13056_LC|GO13077_LC|GO13052_LC|GO13127_LC
247153504, 71.483123, 19.180984, 8.975, GO13122_LC|GO13002_LC|GO13101_LC|GO13077_LC|GO13036_LC|GO13052_LC
247156683, 71.324858, 19.211463, 10.187, GO13122_LC|GO13101_LC|GO13024_LC|GO13077_LC|GO13052_LC
247159741, 71.405479, 19.240357, 10.701, GO13071_LC|GO13122_LC|GO13002_LC|GO13024_LC|GO13077_LC|GO13036_LC|GO13052_LC
247160983, 71.124502, 19.251864, 9.596, GO13071_LC|GO13122_LC|GO13024_LC|GO13052_LC|GO13127_LC
247162389, 78.575422, 19.265136, 9.742, GO13122_LC|GO13052_LC
247164003, 70.858219, 19.280618, 10.983, GO13071_LC|GO13122_LC|GO13052_LC
247164195, 71.45274, 19.282263, 9.327, GO13113_LC|GO13122_LC|GO13101_LC|GO13077_LC|GO13052_LC|GO13127_LC
247165100, 71.161735, 19.290524, 10.718, GO13071_LC|GO13122_LC|GO13077_LC|GO13052_LC
247165313, 71.170864, 19.292348, 10.065, GO13122_LC|GO13002_LC|GO13077_LC|GO13036_LC|GO13052_LC
247165342, 71.08007, 19.292693, 11.403, GO13071_LC|GO13122_LC|GO13052_LC
247165618, 79.073089, 19.295243, 9.267, GO13071_LC|GO13009_LC|GO13122_LC|GO13024_LC|GO13052_LC
247166737, 70.545382, 19.305353, 10.334, GO13071_LC|GO13122_LC|GO13024_LC|GO13052_LC
247167163, 68.098806, 19.309562, 10.478, GO13122_LC|GO13024_LC|GO13052_LC
247169098, 71.394528, 19.328305, 8.671, GO13112_LC|GO13071_LC|GO13122_LC|GO13101_LC|GO13024_LC|GO13059_LC|GO13077_LC|GO13082_LC|GO13052_LC|GO13127_LC
247169375, 74.227066, 19.330935, 10.693, GO13071_LC|GO13122_LC|GO13024_LC|GO13052_LC|GO13127_LC
247177791, 71.053517, 19.412272, 11.426, GO13071_LC|GO13122_LC|GO13052_LC
247190308, 69.517393, 19.531752, 10.546, GO13049_LC|GO13071_LC|GO13122_LC|GO13024_LC|GO13052_LC
247192878, 72.404335, 19.556884, 10.107, GO13122_LC|GO13052_LC|GO13127_LC
247194130, 69.86266, 19.569094, 10.95, GO13071_LC|GO13122_LC|GO13024_LC|GO13052_LC
247198514, 70.970072, 19.609798, 11.383, GO13122_LC|GO13052_LC
247199603, 70.200354, 19.620067, 11.175, GO13122_LC|GO13024_LC|GO13052_LC
247210008, 73.307288, 19.719229, 11.379, GO13071_LC|GO13122_LC|GO13052_LC
247210486, 72.191137, 19.723962, 9.364, GO13071_LC|GO13009_LC|GO13122_LC|GO13052_LC
247211082, 78.932447, 19.729909, 8.758, GO13049_LC|GO13071_LC|GO13002_LC|GO13036_LC|GO13052_LC
247211157, 69.301234, 19.730753, 10.221, GO13122_LC|GO13024_LC|GO13052_LC|GO13127_LC
247213144, 70.719283, 19.748178, 10.111, GO13122_LC|GO13024_LC|GO13052_LC
247214390, 69.144621, 19.760033, 7.376, GO13122_LC|GO13002_LC|GO13028_LC|GO13036_LC|GO13052_LC|GO13019_LC
247214848, 72.728823, 19.764318, 9.811, GO13122_LC|GO13052_LC
247218281, 70.950795, 19.796527, 10.089, GO13049_LC|GO13071_LC|GO13122_LC|GO13052_LC
247218695, 72.973464, 19.800606, 10.107, GO13122_LC|GO13024_LC|GO13052_LC
247219150, 70.543743, 19.805195, 10.571, GO13071_LC|GO13122_LC|GO13052_LC
247222140, 80.560731, 19.834218, 8.552, GO13122_LC|GO13052_LC|GO13019_LC|GO13903_LC
247224175, 70.405626, 19.853696, 10.578, GO13049_LC|GO13071_LC|GO13122_LC|GO13052_LC
247226328, 73.38151, 19.87466, 10.371, GO13071_LC|GO13122_LC|GO13024_LC|GO13052_LC
247228180, 73.363093, 19.891509, 11.582, GO13071_LC|GO13122_LC|GO13052_LC
247231121, 70.803177, 19.919361, 10.164, GO13122_LC|GO13024_LC|GO13052_LC
247232593, 69.400285, 19.933147, 11.003, GO13049_LC|GO13071_LC|GO13122_LC|GO13052_LC
247233219, 73.095602, 19.939334, 10.331, GO13071_LC|GO13122_LC|GO13052_LC
247234723, 78.959137, 19.954022, 8.437, GO13071_LC|GO13122_LC|GO13024_LC|GO13052_LC|GO13127_LC
247235382, 72.914616, 19.960067, 10.423, GO13122_LC|GO13024_LC|GO13052_LC
247236354, 68.916694, 19.968822, 7.15, GO13012_LC|GO13071_LC|GO13122_LC|GO13002_LC|GO13024_LC|GO13039_LC|GO13052_LC|GO13019_LC|GO13903_LC|GO13012_SC
247237050, 79.456648, 19.975336, 8.602, GO13122_LC|GO13024_LC|GO13052_LC|GO13019_LC|GO13903_LC
247237748, 69.352748, 19.981786, 11.337, GO13071_LC|GO13122_LC|GO13052_LC
247239949, 73.740684, 20.002453, 9.836, GO13071_LC|GO13122_LC|GO13052_LC
247245976, 80.605052, 20.058382, 9.911, GO13122_LC|GO13052_LC
247246439, 72.994122, 20.06246, 11.538, GO13122_LC|GO13038_LC|GO13052_LC
247250799, 74.371847, 20.103551, 11.19, GO13122_LC|GO13052_LC
247252399, 79.205688, 20.118296, 8.327, GO13071_LC|GO13122_LC|GO13024_LC|GO13052_LC
247252793, 72.498381, 20.121484, 12.271, GO13071_LC|GO13122_LC|GO13024_LC|GO13052_LC
247253026, 73.551146, 20.123608, 10.195, GO13049_LC|GO13071_LC|GO13122_LC|GO13052_LC
247253172, 80.541974, 20.124805, 10.235, GO13071_LC|GO13024_LC|GO13052_LC|GO13019_LC
247253361, 80.541621, 20.126345, 9.266, GO13071_LC|GO13122_LC|GO13002_LC|GO13024_LC|GO13052_LC
247255716, 72.707944, 20.148709, 12.488, GO13071_LC|GO13122_LC|GO13024_LC|GO13052_LC
247263214, 72.728949, 20.217513, 11.483, GO13049_LC|GO13123_LC|GO13052_LC
247263316, 79.85903, 20.218383, 9.158, GO13071_LC|GO13122_LC|GO13024_LC|GO13052_LC|GO13903_LC
247263490, 70.669973, 20.220135, 11.157, GO13071_LC|GO13122_LC|GO13024_LC|GO13052_LC
247264203, 73.784077, 20.227142, 10.45, GO13071_LC|GO13122_LC|GO13052_LC|GO13127_LC
247264480, 70.584144, 20.229849, 11.3, GO13122_LC|GO13052_LC
247265700, 72.660227, 20.241197, 12.404, GO13071_LC|GO13122_LC|GO13052_LC
247268807, 72.564398, 20.269777, 12.008, GO13122_LC|GO13024_LC|GO13052_LC
247269622, 72.022709, 20.277157, 12.046, GO13071_LC|GO13122_LC|GO13052_LC
247272410, 72.810165, 20.302572, 12.002, GO13071_LC|GO13122_LC|GO13098_LC|GO13024_LC|GO13052_LC|GO13903_LC
247273263, 70.948807, 20.309647, 11.831, GO13049_LC|GO13071_LC|GO13122_LC|GO13098_LC|GO13052_LC
247273628, 73.986395, 20.312979, 10.944, GO13122_LC|GO13024_LC|GO13052_LC|GO13127_LC
247273719, 73.797279, 20.313808, 8.873, GO13071_LC|GO13122_LC|GO13024_LC|GO13052_LC
247274953, 74.108626, 20.324685, 10.151, GO13122_LC|GO13052_LC
247278487, 72.235994, 20.357598, 11.593, GO13071_LC|GO13122_LC|GO13052_LC
247278541, 75.132509, 20.35803, 11.728, GO13122_LC|GO13052_LC
247278704, 72.187641, 20.359629, 11.073, GO13122_LC|GO13024_LC|GO13052_LC|GO13127_LC
247282258, 73.793011, 20.392122, 9.939, GO13071_LC|GO13122_LC|GO13024_LC|GO13052_LC
247285201, 70.879764, 20.41871, 11.283, GO13071_LC|GO13122_LC|GO13052_LC
247286355, 73.105044, 20.429355, 10.831, GO13071_LC|GO13122_LC|GO13052_LC
247296354, 73.35408, 20.518735, 10.652, GO13071_LC|GO13122_LC|GO13052_LC
247299516, 71.800404, 20.547266, 11.161, GO13122_LC|GO13052_LC
247299611, 70.040071, 20.548255, 9.165, GO13122_LC|GO13024_LC|GO13052_LC|GO13019_LC
247301340, 78.05635, 20.563665, 10.012, GO13071_LC|GO13122_LC|GO13024_LC|GO13052_LC
247302993, 73.333191, 20.577723, 11.537, GO13122_LC|GO13038_LC|GO13052_LC
247303901, 75.312694, 20.585746, 11.406, GO13122_LC|GO13052_LC
247305974, 69.748002, 20.604004, 8.588, GO13071_LC|GO13122_LC|GO13024_LC|GO13052_LC|GO13019_LC|GO13903_LC
247309927, 75.713123, 20.638998, 11.134, GO13122_LC|GO13052_LC
247311688, 70.890332, 20.654243, 11.429, GO13071_LC|GO13122_LC|GO13052_LC
247311721, 73.404404, 20.654531, 10.055, GO13071_LC|GO13122_LC|GO13052_LC
247313428, 73.089936, 20.669855, 10.442, GO13071_LC|GO13122_LC|GO13052_LC
247316433, 69.824946, 20.696402, 10.611, GO13071_LC|GO13122_LC|GO13052_LC
247316981, 72.129623, 20.701133, 11.329, GO13071_LC|GO13122_LC|GO13052_LC|GO13903_LC
247321805, 72.50133, 20.743691, 10.645, GO13049_LC|GO13071_LC|GO13122_LC|GO13052_LC
247326070, 69.717262, 20.780731, 9.83, GO13071_LC|GO13122_LC|GO13024_LC|GO13052_LC|GO13019_LC|GO13903_LC
247331199, 73.183904, 20.825229, 10.36, GO13071_LC|GO13122_LC|GO13024_LC|GO13052_LC
247331731, 80.157968, 20.829939, 8.551, GO13122_LC|GO13052_LC
247332428, 73.459842, 20.836117, 11.386, GO13071_LC|GO13122_LC|GO13052_LC
247332805, 79.682814, 20.839477, 10.622, GO13071_LC|GO13122_LC|GO13002_LC|GO13052_LC
247334633, 70.501586, 20.854973, 11.426, GO13071_LC|GO13122_LC|GO13098_LC|GO13052_LC
247336314, 76.321962, 20.869509, 9.79, GO13071_LC|GO13122_LC|GO13024_LC|GO13052_LC
247337567, 78.706886, 20.880183, 9.537, GO13122_LC|GO13024_LC|GO13052_LC|GO13019_LC|GO13903_LC
247341749, 69.714878, 20.915056, 10.552, GO13071_LC|GO13122_LC|GO13052_LC
247341841, 72.787268, 20.91585, 11.338, GO13071_LC|GO13122_LC|GO13052_LC
247343292, 75.057854, 20.927767, 8.897, GO13122_LC|GO13052_LC
247344498, 72.00552, 20.937677, 11.15, GO13122_LC|GO13052_LC
247352759, 76.711438, 21.008189, 10.362, GO13071_LC|GO13122_LC|GO13024_LC|GO13052_LC
247352906, 75.37502, 21.009438, 10.868, GO13071_LC|GO13122_LC|GO13052_LC
247357187, 76.022855, 21.045927, 11.529, GO13071_LC|GO13122_LC|GO13024_LC|GO13052_LC
247359736, 76.921427, 21.067975, 9.826, GO13071_LC|GO13122_LC|GO13024_LC|GO13052_LC
247361523, 70.081263, 21.082593, 10.905, GO13071_LC|GO13122_LC|GO13098_LC|GO13052_LC
247361655, 72.583517, 21.083755, 10.351, GO13071_LC|GO13122_LC|GO13024_LC|GO13052_LC
247364115, 68.695407, 21.103733, 8.373, GO13071_LC|GO13122_LC|GO13024_LC|GO13052_LC|GO13903_LC
247365409, 70.122134, 21.115055, 10.194, GO13049_LC|GO13071_LC|GO13122_LC|GO13098_LC|GO13024_LC|GO13052_LC
247365826, 74.669426, 21.11865, 11.006, GO13122_LC|GO13052_LC
247366253, 76.625891, 21.12226, 11.058, GO13071_LC|GO13122_LC|GO13052_LC
247367392, 73.214013, 21.131611, 9.809, GO13122_LC|GO13052_LC|GO13019_LC
247368219, 76.705673, 21.138358, 11.427, GO13122_LC|GO13101_LC|GO13082_LC|GO13052_LC|GO13127_LC
247369782, 80.022517, 21.151587, 9.255, GO13071_LC|GO13122_LC|GO13024_LC|GO13052_LC
247371589, 70.425874, 21.166152, 10.972, GO13071_LC|GO13122_LC|GO13024_LC|GO13052_LC|GO13903_LC
247371951, 75.802233, 21.168891, 9.698, GO13071_LC|GO13122_LC|GO13024_LC|GO13052_LC|GO13019_LC|GO13903_LC
247372249, 68.835788, 21.171181, 11.106, GO13071_LC|GO13122_LC|GO13052_LC
247372628, 68.801036, 21.174093, 10.277, GO13071_LC|GO13122_LC|GO13052_LC
247372843, 72.154049, 21.175786, 12.007, GO13122_LC|GO13052_LC
247382386, 69.050889, 21.254449, 10.653, GO13071_LC|GO13122_LC|GO13052_LC
247382651, 75.297292, 21.256517, 11.279, GO13122_LC|GO13024_LC|GO13052_LC
247387576, 71.841246, 21.296251, 10.545, GO13122_LC|GO13024_LC|GO13052_LC
247389830, 73.792888, 21.31415, 10.45, GO13049_LC|GO13071_LC|GO13009_LC|GO13122_LC|GO13024_LC|GO13052_LC
247390050, 72.182745, 21.315764, 8.441, GO13071_LC|GO13122_LC|GO13052_LC
247392795, 71.507933, 21.337518, 11.168, GO13071_LC|GO13122_LC|GO13098_LC|GO13052_LC
247393648, 68.523136, 21.344756, 9.793, GO13071_LC|GO13122_LC|GO13052_LC|GO13903_LC
247393878, 74.974911, 21.346642, 11.225, GO13071_LC|GO13122_LC|GO13052_LC
247398216, 72.313486, 21.382177, 11.122, GO13071_LC|GO13122_LC|GO13024_LC|GO13052_LC
247404667, 72.33194, 21.434648, 11.096, GO13122_LC|GO13052_LC
247411032, 68.687386, 21.486038, 11.19, GO13071_LC|GO13052_LC
247412214, 75.482066, 21.495427, 11.391, GO13122_LC|GO13052_LC
247412897, 72.819237, 21.501024, 11.074, GO13122_LC|GO13038_LC|GO13052_LC
247413024, 71.659988, 21.501919, 9.912, GO13071_LC|GO13122_LC|GO13024_LC|GO13052_LC|GO13903_LC
247414366, 75.63328, 21.512531, 10.336, GO13071_LC|GO13122_LC|GO13024_LC|GO13052_LC
247418592, 76.657471, 21.546883, 11.14, GO13071_LC|GO13122_LC|GO13052_LC
247418820, 71.675183, 21.548948, 11.448, GO13122_LC|GO13052_LC
247423644, 76.485716, 21.588762, 10.22, GO13049_LC|GO13071_LC|GO13122_LC|GO13052_LC
247423962, 72.419715, 21.591465, 11.642, GO13049_LC|GO13071_LC|GO13122_LC|GO13050_LC|GO13052_LC
247425491, 73.776593, 21.604076, 11.605, GO13122_LC|GO13038_LC|GO13052_LC
247427432, 68.605766, 21.619912, 9.708, GO13071_LC|GO13122_LC|GO13098_LC|GO13052_LC
247427616, 68.651888, 21.621532, 10.198, GO13049_LC|GO13071_LC|GO13122_LC|GO13098_LC|GO13050_LC|GO13052_LC
247428505, 69.846156, 21.628448, 10.876, GO13071_LC|GO13122_LC|GO13024_LC|GO13052_LC
247428680, 76.37053, 21.629956, 10.857, GO13049_LC|GO13071_LC|GO13122_LC|GO13098_LC|GO13052_LC
247428966, 68.032945, 21.632355, 6.969, GO13012_LC|GO13071_LC|GO13122_LC|GO13002_LC|GO13024_LC|GO13039_LC|GO13083_LC|GO13052_LC|GO13019_LC|GO13903_LC|GO13012_SC
247429363, 67.978184, 21.635727, 8.967, GO13071_LC|GO13122_LC|GO13002_LC|GO13024_LC|GO13052_LC
247430338, 76.091938, 21.643547, 7.952, GO13122_LC|GO13002_LC|GO13024_LC|GO13052_LC|GO13019_LC|GO13127_LC
247434280, 76.340863, 21.675195, 10.481, GO13071_LC|GO13122_LC|GO13098_LC|GO13052_LC|GO13903_LC
247437321, 68.983695, 21.699955, 10.979, GO13071_LC|GO13122_LC|GO13052_LC
247446205, 75.448695, 21.772649, 10.595, GO13122_LC|GO13052_LC
